Name,Location,Total_Area,Price_per_SQFT
"DSP ICON,Sithalapakkam, Chennai","DSP ICON,Sithalapakkam, Chennai",502,5580.0
Amarprakash Temple Waves,"Thandalam, Chennai",1050,3900.0
"Evergreen Royal Bloom Apartments ,Vandalur R.F., Chennai","Evergreen Royal Bloom Apartments ,Vandalur R.F., Chennai",827,4110.0
"Lakshmipuram, Chromepet,Chennai","Lakshmipuram, Chromepet,Chennai",750,9330.0
Asset ATH Sigma by Asset Tree Homes,"Thirumangalam, Anna Nagar West,Chennai",1100,8640.0
"Hananya Homes,Kelambakkam, Chennai","Hananya Homes,Kelambakkam, Chennai",873,4810.0
"SUBHA FLATS MEDAVAKKAM,Ranganathapuram, Medavakkam,Chennai","SUBHA FLATS MEDAVAKKAM,Ranganathapuram, Medavakkam,Chennai",1035,5510.0
VGN Imperia,"Rani Anna Nagar, Thiruverkkadu,Chennai",1066,5160.0
MM M M Manhattan by M. M Corporation Builders and Developers,"Sai Ganesh Nagar, Jalladian Pet,Chennai",1207,5380.0
Dream Veppampattu Villas,"Veppampattu, Chennai",999,3900.0
"KK Nagar, Mangadu,Chennai","KK Nagar, Mangadu,Chennai",1200,6080.0
Dream Veppampattu Villas,"Veppampattu, Chennai",680,3970.0
Kala Flats,"Bharathidasan Colony, KK Nagar,Chennai",831,11430.0
"Dev appartments puzuthivakkam ,Puzhuthivakkam, Madipakkam,Chennai","Dev appartments puzuthivakkam ,Puzhuthivakkam, Madipakkam,Chennai",1000,9900.0
JS Guduvancherry KJ Nagar,"Madambakkam, Chennai",693,4960.0
"Padhuvancherry, Madambakkam,Chennai","Padhuvancherry, Madambakkam,Chennai",832,5050.0
PS Nexterra ,"Arasankazhani, Sithalapakkam,Chennai",1405,5340.0
"Brics ambattur,Vivek Nagar, Ambattur,Chennai","Brics ambattur,Vivek Nagar, Ambattur,Chennai",865,5890.0
"Janaki Flats,Perungalathur, Chennai","Janaki Flats,Perungalathur, Chennai",936,7480.0
"Natesan Nagar, Madhavaram,Chennai","Natesan Nagar, Madhavaram,Chennai",1100,4270.0
Appaswamy Mapleton,"Pallikaranai, Chennai",1346,6690.0
Mahalakshmi Subramani Apartments,"Suriyammapet, Saidapet,Chennai",700,8570.0
"Balaji Nagar, Perungalathur,Chennai","Balaji Nagar, Perungalathur,Chennai",834,5390.0
Viva City,"Iyyapa Nagar, Chennai",619,4600.0
"Maraimalai Nagar, Chennai","Maraimalai Nagar, Chennai",800,4500.0
Tulip Apartment,"Kamdar Nagar, Nungambakkam,Chennai",1150,11740.0
Visoka Aakaash,"Agastheeswarar Nagar, Pozhichalur,Chennai",898,4340.0
S Promoters Avadi,"Avadi, Chennai",700,5430.0
Man Pearl Reside,"Thiruvenkatapuram, Choolaimedu,Chennai",1260,8730.0
VGN Dynasty,"Avadi, Chennai",735,4080.0
"Parthasarathy Puram, T Nagar,Chennai","Parthasarathy Puram, T Nagar,Chennai",990,11620.0
"Thirumangalam, Anna Nagar West,Chennai","Thirumangalam, Anna Nagar West,Chennai",890,12020.0
"Thirumangalam, Anna Nagar West,Chennai","Thirumangalam, Anna Nagar West,Chennai",890,12020.0
Casagrand Bellissimo,"Kannan Colony, Pazhavanthangal,Chennai",595,12320.0
"Shiradi,Shakthi Nagar, Kodambakkam,Chennai","Shiradi,Shakthi Nagar, Kodambakkam,Chennai",1170,10260.0
 Sembakkam Village,"Sadasivam Nagar, Sembakkam,Chennai",913,5800.0
"Suyambu Ganapathi Apartment,CIT Nagar, Chennai","Suyambu Ganapathi Apartment,CIT Nagar, Chennai",1300,14920.0
Macro Marvel Projects Builders Riverview County Phase I,"Kilpauk, Chennai",970,5980.0
Guru Royal Palace Apartments,"Vanuvampet, Madipakkam,Chennai",755,7880.0
 Selaiyur,"Selaiyur, Chennai",840,5360.0
"Murugan Nagar, Kolathur,Chennai","Murugan Nagar, Kolathur,Chennai",656,6100.0
"Korattur Tank, Korattur,Chennai","Korattur Tank, Korattur,Chennai",656,5790.0
Dream Veppampattu Villas,"Veppampattu, Chennai",950,4110.0
"Happy Homes Nangallur,I Cross Extension, Nanganallur,Chennai","Happy Homes Nangallur,I Cross Extension, Nanganallur,Chennai",650,10420.0
Jaya Jayaswathy Prasanna Lakshmi Flats,"Rajaji Nagar, Villivakkam,Chennai",778,7580.0
Akshaya Level Up,"Nungambakkam, Chennai",2700,17410.0
"Kamaraj Nagar, Choolaimedu,Chennai","Kamaraj Nagar, Choolaimedu,Chennai",7094,9870.0
"Bhuvana enclave,Sadasivam Nagar, Madipakkam,Chennai","Bhuvana enclave,Sadasivam Nagar, Madipakkam,Chennai",920,5220.0
"Prashanthi avanue Ayapakkam,Teachers Colony, Ambattur,Chennai","Prashanthi avanue Ayapakkam,Teachers Colony, Ambattur,Chennai",1075,5770.0
"KG Royal Palm, Kilpauk","Aspiran Garden Colony, Kilpauk,Chennai",2500,10000.0
Avigna Celeste,"Mahindra World City, Chennai",1000,2900.0
"Sendhur tower alwarpet ,Sri Ram Nagar, Alwarpet,Chennai","Sendhur tower alwarpet ,Sri Ram Nagar, Alwarpet,Chennai",1350,11850.0
"Veppampattu, Chennai","Veppampattu, Chennai",900,3780.0
Shamim Foundations Gandhinagar,"Urapakkam, Chennai",660,4090.0
"Guduvancheri, Chennai","Guduvancheri, Chennai",1577,3800.0
"NEW CONSTRUCTION,Pallikaranai, Chennai","NEW CONSTRUCTION,Pallikaranai, Chennai",800,7250.0
Manju Green Spot Thiruninravur,"Thiruvenkada Nagar, Thirunindravur,Chennai",850,4940.0
Sri SDB Shubham,"Rajakilpakkam, Chennai",510,5880.0
"Rajnis Gopala ,Avvai Nagar, Choolaimedu,Chennai","Rajnis Gopala ,Avvai Nagar, Choolaimedu,Chennai",828,7250.0
Prince Ratnapuri Garden Residency,"Kondithope, George Town,Chennai",1100,8180.0
Dream Veppampattu Villas,"Veppampattu, Chennai",872,4010.0
"Prakash Nagar, Ponniammanmedu,Chennai","Prakash Nagar, Ponniammanmedu,Chennai",1000,12500.0
Dream Veppampattu Villas,"Veppampattu, Chennai",888,4330.0
"Naveen Builders,Rajakilpakkam, Chennai","Naveen Builders,Rajakilpakkam, Chennai",880,5110.0
"Potheri,SRM Nagar, Kattankulathur,Chennai","Potheri,SRM Nagar, Kattankulathur,Chennai",700,4710.0
DHS Pioni,"Cheran Nagar, Perumbakkam,Chennai",1100,5450.0
"Surya Nagar, Kotturpuram,Chennai","Surya Nagar, Kotturpuram,Chennai",858,9910.0
"Sakthi Avenue, Gerugambakkam,Chennai","Sakthi Avenue, Gerugambakkam,Chennai",1100,6180.0
"Veppampattu, Chennai","Veppampattu, Chennai",1500,4300.0
Dream Veppampattu Villas,"Veppampattu, Chennai",900,3670.0
Navin South Terrace,"Kamaraj Nagar, Choolaimedu,Chennai",1500,4000.0
Madras Golden Paradise,"Akash Nagar, Tharapakkam,Chennai",790,5060.0
"Ambiente paradise ,Mel Ayanambakkam, Kil Ayanambakkam,Chennai","Ambiente paradise ,Mel Ayanambakkam, Kil Ayanambakkam,Chennai",1047,5250.0
"Adharsh shelter,Tiru Vi Ka Nagar, Perambur,Chennai","Adharsh shelter,Tiru Vi Ka Nagar, Perambur,Chennai",750,6670.0
"Purasawalkam, Chennai","Purasawalkam, Chennai",2500,8000.0
Dream Veppampattu Villas,"Veppampattu, Chennai",999,4000.0
"Marya Nivas hr sec school ,Prem Nagar, Pozhichalur,Chennai","Marya Nivas hr sec school ,Prem Nagar, Pozhichalur,Chennai",991,4040.0
XS Real Vibe,"Pallikaranai, Chennai",1136,5280.0
"Ganga foundation ,Periyar Nagar, Perambur,Chennai","Ganga foundation ,Periyar Nagar, Perambur,Chennai",747,6960.0
"Veppampattu, Chennai","Veppampattu, Chennai",1096,3560.0
"Parthasarathy Puram, T Nagar,Chennai","Parthasarathy Puram, T Nagar,Chennai",1100,10000.0
"Ambattur, Chennai","Ambattur, Chennai",839,6200.0
Sekaran Grandium,"Nesamani Nagar, Perumbakkam,Chennai",905,5080.0
"Mahalakshmi Nagar, Adambakkam,Chennai","Mahalakshmi Nagar, Adambakkam,Chennai",810,8020.0
"durga appartment,Gowrivakkam, Sembakkam,Chennai","durga appartment,Gowrivakkam, Sembakkam,Chennai",1100,4090.0
"Kayarambedu,Iyyapa Nagar, Chennai","Kayarambedu,Iyyapa Nagar, Chennai",1100,4820.0
"Sembiyan, Perambur,Chennai","Sembiyan, Perambur,Chennai",3600,6250.0
Vijayalakshmi Flats,"Nanmangalam, Chennai",869,4320.0
"Maritime enclave ,Sembakkam, Chennai","Maritime enclave ,Sembakkam, Chennai",771,5840.0
"Deepa Flats,Medavakkam, Chennai","Deepa Flats,Medavakkam, Chennai",1110,5400.0
Casa Grande Novus,"Kannammapet, CIT Nagar,Chennai",768,22000.0
"Sampoorna villa,Guduvancheri, Chennai","Sampoorna villa,Guduvancheri, Chennai",1250,4800.0
XS Real Symphony,"Padur, Chennai",1720,5120.0
"Annamalai Colony, Saligramam,Chennai","Annamalai Colony, Saligramam,Chennai",500,6000.0
"Guru Swamy Nagar, Anakaputhur,Chennai","Guru Swamy Nagar, Anakaputhur,Chennai",650,12150.0
 Sembakkam,"Sembakkam, Chennai",1025,4780.0
"Akarsh flats,Anthony Nagar, Kolathur,Chennai","Akarsh flats,Anthony Nagar, Kolathur,Chennai",932,6970.0
"Kandigai, Chennai","Kandigai, Chennai",1050,4000.0
"Madambakkam, Chennai","Madambakkam, Chennai",900,4110.0
"Kolapakkam,Vandalur, Chennai","Kolapakkam,Vandalur, Chennai",1300,3690.0
"Amaze Yazhini Park ,Vandalur R.F., Chennai","Amaze Yazhini Park ,Vandalur R.F., Chennai",1300,5980.0
Arun Excello Atana by Arun Excello Homes Pvt Ltd,"Mambakkam-Chengalpattu , Chennai",500,4200.0
Alraza Primrose Apartments,"Arjunamedu, Thiruverkkadu,Chennai",1000,7900.0
"Buvanaenclave,Sadasivam Nagar, Madipakkam,Chennai","Buvanaenclave,Sadasivam Nagar, Madipakkam,Chennai",920,5160.0
"Vandalur R.F., Chennai","Vandalur R.F., Chennai",1300,5620.0
"Prc alagan apartments,Sembiyan, Perambur,Chennai","Prc alagan apartments,Sembiyan, Perambur,Chennai",693,6490.0
"BRICS CONSTRUCTION,TNHB Colony, Villivakkam,Chennai","BRICS CONSTRUCTION,TNHB Colony, Villivakkam,Chennai",900,7160.0
Praney Square,"Thiruthavali, Chennai",882,3510.0
MAV ROYAL SQUARE,"Gowrivakkam, Sembakkam,Chennai",900,6440.0
"Peravallur, Perambur,Chennai","Peravallur, Perambur,Chennai",968,7020.0
"SVC villa central poonamallee,Poonamallee, Chennai","SVC villa central poonamallee,Poonamallee, Chennai",850,5760.0
"Deepakam Manor,Tambaram Mount, Tambaram,Chennai","Deepakam Manor,Tambaram Mount, Tambaram,Chennai",871,5280.0
Jayanthi Flats,"Nesamani Nagar, Perumbakkam,Chennai",1093,5030.0
"Urapakkam, Chennai","Urapakkam, Chennai",953,3990.0
"Kundrathur, Chennai","Kundrathur, Chennai",1600,4630.0
"yesh homes,Nemilichery, Chromepet,Chennai","yesh homes,Nemilichery, Chromepet,Chennai",556,5040.0
Haappy Home My World by Haappy home Construction Builders,"Yeswanth Nagar, Madambakkam,Chennai",978,5930.0
Asset Dev,"Ponni Nagar, Pammal,Chennai",498,5020.0
"Gowri Garden,Kanathur Reddikuppam, Chennai","Gowri Garden,Kanathur Reddikuppam, Chennai",965,5080.0
Sai Empire Villas,"Karanai Puthuchery, Chennai",1200,5000.0
"Manohar Nagar extension,Kaietha Milleth Nagar, Pallikaranai,Chennai","Manohar Nagar extension,Kaietha Milleth Nagar, Pallikaranai,Chennai",741,4770.0
"SVAGATA,Ramakrishna Nagar, Raja Annamalai Puram,Chennai","SVAGATA,Ramakrishna Nagar, Raja Annamalai Puram,Chennai",1962,19880.0
"Malangananda Puram, Pallavaram,Chennai","Malangananda Puram, Pallavaram,Chennai",779,6880.0
"Ss tares,Subbarayan Nagar, Teynampet,Chennai","Ss tares,Subbarayan Nagar, Teynampet,Chennai",880,12500.0
Oliyas Green Court,"Vengaivasal, Medavakkam,Chennai",1008,4760.0
"Dharan Singh Colony, Vadapalani,Chennai","Dharan Singh Colony, Vadapalani,Chennai",2400,20790.0
 Elegance,"Medavakkam, Chennai",975,5850.0
" Akshara apartment ,Tambaram East, Chennai"," Akshara apartment ,Tambaram East, Chennai",969,6710.0
"BRICS CONSTRUCTION,Ambattur, Chennai","BRICS CONSTRUCTION,Ambattur, Chennai",1440,5550.0
"ADHITHIYA VARMAN VENTURES,Lalitha Nagar, Thiruvanmiyur,Chennai","ADHITHIYA VARMAN VENTURES,Lalitha Nagar, Thiruvanmiyur,Chennai",1575,15340.0
"Madambakkam, Chennai","Madambakkam, Chennai",770,6230.0
"Aquasphere,Semmanjeri, Semmancheri,Chennai","Aquasphere,Semmanjeri, Semmancheri,Chennai",1200,4670.0
"evs park,Srinivasapuram, Iyyappanthangal,Chennai","evs park,Srinivasapuram, Iyyappanthangal,Chennai",934,5250.0
 Golden Jubilee Apartment,"Thirumangalam, Anna Nagar West,Chennai",915,10930.0
"Padur, Chennai","Padur, Chennai",1345,3870.0
Amarprakash Temple Waves,"Thandalam, Chennai",606,4130.0
Adithi Homes,"Adayalampet, Maduravoyal,Chennai",840,6550.0
"Building ,Sembiyan, Perambur,Chennai","Building ,Sembiyan, Perambur,Chennai",1200,6670.0
JS Guduvancherry KJ Nagar,"Madambakkam, Chennai",750,4870.0
"Sreenithi APPARTMENTS ,Paraniputhur, Iyyappanthangal,Chennai","Sreenithi APPARTMENTS ,Paraniputhur, Iyyappanthangal,Chennai",1062,4990.0
Signature Oaklyn,"Bhoomadevi Nagar, Gerugambakkam,Chennai",1202,5990.0
"Pallikaranai, Chennai","Pallikaranai, Chennai",1200,8330.0
Jain West Minster,"Pushpa Colony, Saligramam,Chennai",1385,10830.0
"VNR Apartments 11TH WEST STREET METHA NAGAR KUNDRATHUR,Kundrathur, Chennai","VNR Apartments 11TH WEST STREET METHA NAGAR KUNDRATHUR,Kundrathur, Chennai",911,4170.0
"Avadi, Chennai","Avadi, Chennai",650,9230.0
"Melakottaiyur police housing,Melakottaiyur, Chennai","Melakottaiyur police housing,Melakottaiyur, Chennai",850,3880.0
"MRB Saradha Nivas,Velan Nagar, Valasaravakkam,Chennai","MRB Saradha Nivas,Velan Nagar, Valasaravakkam,Chennai",1050,6290.0
"Abhinandan Vaishnavi,AL Block, Anna Nagar,Chennai","Abhinandan Vaishnavi,AL Block, Anna Nagar,Chennai",1284,12850.0
"Hananya Homes,Kelambakkam, Chennai","Hananya Homes,Kelambakkam, Chennai",873,4120.0
"Abinandan Vaishnavi,Kathiravan Colony, Anna Nagar,Chennai","Abinandan Vaishnavi,Kathiravan Colony, Anna Nagar,Chennai",1284,12850.0
"Hanu Chola Perumbakkam ,Cheran Nagar, Perumbakkam,Chennai","Hanu Chola Perumbakkam ,Cheran Nagar, Perumbakkam,Chennai",1439,5560.0
CasaGrand Miro,"Adhanur, Chennai",1161,6890.0
"Cherry Blossom Apartments,Varadharajapuram, Chennai","Cherry Blossom Apartments,Varadharajapuram, Chennai",1010,5940.0
 Jadhav Jain Atisaya,"Trustpuram, Kodambakkam,Chennai",1120,10710.0
Sankar Yatra 2,"Iyyappanthangal, Chennai",1007,4960.0
"Kamaraj Nagar, Perungudi,Chennai","Kamaraj Nagar, Perungudi,Chennai",1216,7810.0
Sai Enclave,"Annamalai Colony, Saligramam,Chennai",1045,9430.0
"Kamakshi Nagar, Anakaputhur,Chennai","Kamakshi Nagar, Anakaputhur,Chennai",850,3760.0
"sei lingam,SRM Nagar, Kattankulathur,Chennai","sei lingam,SRM Nagar, Kattankulathur,Chennai",1214,2470.0
"Krishnavilas apartment,Mannivakkam, Chennai","Krishnavilas apartment,Mannivakkam, Chennai",910,3520.0
"Perumalpattu, Chennai","Perumalpattu, Chennai",600,4500.0
Sai Sagar APPARTMENT,"Gowrivakkam, Sembakkam,Chennai",879,5690.0
Arun Excello Temple Green Integrated Residential Township,"Oragadam Sriperambattur, Chennai",1090,3940.0
Sumanth Sreshta Leela,"Gandhi Nagar, Adyar,Chennai",2340,19870.0
"Kamakshi Nagar, Anakaputhur,Chennai","Kamakshi Nagar, Anakaputhur,Chennai",825,3270.0
"Sai Raksha Apartment,MGR Nagar, Mangadu,Chennai","Sai Raksha Apartment,MGR Nagar, Mangadu,Chennai",1020,4410.0
"ruby avenue phase 2,Irumbuliyur, Chennai","ruby avenue phase 2,Irumbuliyur, Chennai",726,4960.0
"Swetha opel,Sector 5, KK Nagar,Chennai","Swetha opel,Sector 5, KK Nagar,Chennai",1438,12890.0
RKN KPS Flats,"Pallavan Nagar, Maduravoyal,Chennai",880,5340.0
"Color,Padur, Chennai","Color,Padur, Chennai",1250,3920.0
VGN Platina,"MGR Nagar, Ayappakkam,Chennai",1050,7140.0
Marutham Classic,"Urapakkam, Chennai",1449,5040.0
Geetham Heritage,"Arjunamedu, Thiruverkkadu,Chennai",1439,5000.0
Geetham Heritage,"Arjunamedu, Thiruverkkadu,Chennai",1439,5000.0
Geetham Heritage,"Arjunamedu, Thiruverkkadu,Chennai",1439,5000.0
Macro Jus,"Kapali Thottam, Mylapore,Chennai",1750,16510.0
ETA Jasmine Court,"Goparasanallur, Kattupakkam,Chennai",1402,5350.0
VGN LA PARISIENNE ,"Nolambur, Ambattur Industrial Estate,Chennai",1309,8400.0
"Salims Golden Park,VGN Nagar, Iyyappanthangal,Chennai","Salims Golden Park,VGN Nagar, Iyyappanthangal,Chennai",764,4710.0
"Ayyappa Nagar, Pallavaram,Chennai","Ayyappa Nagar, Pallavaram,Chennai",763,19660.0
Euro Flats,"Kotturpuram, Chennai",1900,11580.0
Mahalakshmi Apartments,"Rajaji Nagar Extention, Madipakkam,Chennai",1149,10880.0
"Perungalathur, Chennai","Perungalathur, Chennai",950,4740.0
Jeayam Radha,"Korattur, Chennai",847,8850.0
Shirdi Shelters Whitefield Apartment,"Medavakkam, Chennai",1046,5350.0
"Sai Mithun Apartments,Mannivakkam, Chennai","Sai Mithun Apartments,Mannivakkam, Chennai",680,4410.0
Shree Seema Flats,"Janaki Naar, Maduravoyal,Chennai",838,6800.0
"Abhirami Sundaram Apartment,Ezhil Nagar, Selaiyur,Chennai","Abhirami Sundaram Apartment,Ezhil Nagar, Selaiyur,Chennai",845,7100.0
"Srinivasa Nagar, Kovur,Chennai","Srinivasa Nagar, Kovur,Chennai",1100,6820.0
Kgeyes Samyuktha by Kgeyes Residency,"Yeswanth Nagar, Madambakkam,Chennai",1216,5760.0
"PG builders ,Vengaivasal, Chennai","PG builders ,Vengaivasal, Chennai",806,3970.0
Embassy Residency Phase 2,"Cheran Nagar, Perumbakkam,Chennai",1443,5540.0
Vishwakarma Sky Park,"Ganapathipuram, Chromepet,Chennai",1064,6390.0
"Thirumangalam, Anna Nagar West,Chennai","Thirumangalam, Anna Nagar West,Chennai",1100,31820.0
"Tapas,Parthasarathy Puram, T Nagar,Chennai","Tapas,Parthasarathy Puram, T Nagar,Chennai",1484,16850.0
"Reenas,Kundrathur, Chennai","Reenas,Kundrathur, Chennai",788,4380.0
ETA Rosedale,"Padur, Chennai",1247,3410.0
"Kolathur Srinivasa nagar 3rd MAIN Road,Anthony Nagar, Kolathur,Chennai","Kolathur Srinivasa nagar 3rd MAIN Road,Anthony Nagar, Kolathur,Chennai",902,9000.0
VGN Orville,"Kolapakkam, Chennai",1000,6900.0
Sobha Meritta,"Pudupakkam, Chennai",1350,5180.0
RRDH Hibiscus F Block,"Nehru Nagar, Thoraipakkam,Chennai",1050,6670.0
"L AND T,Perungalathur, Chennai","L AND T,Perungalathur, Chennai",1051,4280.0
"Kundrathur, Chennai","Kundrathur, Chennai",1098,4190.0
"Sakthi Avenue, Gerugambakkam,Chennai","Sakthi Avenue, Gerugambakkam,Chennai",754,5700.0
"palavakkam vgp,VGP Layout, Palavakkam,Chennai","palavakkam vgp,VGP Layout, Palavakkam,Chennai",1152,8680.0
"Mercury Flats,Chettipunyam, Chennai","Mercury Flats,Chettipunyam, Chennai",1016,3540.0
"UTOPIA,Indira Nagar, Adyar,Chennai","UTOPIA,Indira Nagar, Adyar,Chennai",1875,14930.0
"Adayalampet, Maduravoyal,Chennai","Adayalampet, Maduravoyal,Chennai",950,5470.0
Pacifica Happiness Towers,"Padur, Chennai",1300,4230.0
"Vasudeva Nagar Extension, Thiruvanmiyur,Chennai","Vasudeva Nagar Extension, Thiruvanmiyur,Chennai",5050,13660.0
"Vasudeva Nagar Extension, Thiruvanmiyur,Chennai","Vasudeva Nagar Extension, Thiruvanmiyur,Chennai",4500,14670.0
"Kumananchavadi evp,Kumananchavadi, Chennai","Kumananchavadi evp,Kumananchavadi, Chennai",710,5420.0
"Navoda,Annamalai Colony, Saligramam,Chennai","Navoda,Annamalai Colony, Saligramam,Chennai",1275,7690.0
"vinyakapuram,Venkataraman Nagar, Korattur,Chennai","vinyakapuram,Venkataraman Nagar, Korattur,Chennai",1800,8330.0
Narendra NPL Agastya,"Tondiarpet, Chennai",955,8060.000000000001
Mahindra Nova,"Chettipunyam, Chennai",836,4780.0
Kailash Flats,"Rajaji Nagar, Pallavaram,Chennai",582,4980.0
"law orchid,Thirumangalam, Anna Nagar West,Chennai","law orchid,Thirumangalam, Anna Nagar West,Chennai",775,6710.0
"Kendriya Vihar ,Velappanchavadi, Chennai","Kendriya Vihar ,Velappanchavadi, Chennai",828,5430.0
"Pudupakkam, Chennai","Pudupakkam, Chennai",1096,4110.0
"Shine Shelters,Sakthi Avenue, Gerugambakkam,Chennai","Shine Shelters,Sakthi Avenue, Gerugambakkam,Chennai",1150,3650.0
"Casagrand Primera,Girigori Nagar, Manapakkam,Chennai","Casagrand Primera,Girigori Nagar, Manapakkam,Chennai",1652,7570.0
Sri Rama Nivas,"Reddi Kuppam, West Mambalam,Chennai",1225,10610.0
"SUMATHI BUILDERS,Yeswanth Nagar, Madambakkam,Chennai","SUMATHI BUILDERS,Yeswanth Nagar, Madambakkam,Chennai",660,4540.0
"Kulattur, Chennai","Kulattur, Chennai",1100,5000.0
Dakshin Dhara,"Parasnath Nagar, Iyyappanthangal,Chennai",775,5610.0
"Kanathur, Uthandi,Chennai","Kanathur, Uthandi,Chennai",3793,8960.0
Kgeyes Apoorvaa by Kgeyes Residency,"Nolambur, Ambattur Industrial Estate,Chennai",1145,5680.0
Radiance Shine,"Kalipathur, Chennai",1041,5570.0
Radiance Shine by Radiance Realty Developers India Ltd,"Kalipathur, Chennai",1040,5580.0
Pa Towers,"Egmore, Chennai",825,10300.0
CasaGrand Smart Town,"Semmancheri, Chennai",791,6700.0
MS Charan MM Cascade Phase - II,"Puzhal, Chennai",832,4570.0
"Jerusalem flats ,Narayana Nagar, Korattur,Chennai","Jerusalem flats ,Narayana Nagar, Korattur,Chennai",1155,5450.0
Mahindra Iris Court,"Chettipunyam, Chennai",1401,3920.0
Vijayalakshmi Viji Homes,"Urapakkam, Chennai",950,4210.0
"Thirunagar, Jafferkhanpet,Chennai","Thirunagar, Jafferkhanpet,Chennai",1200,19170.0
Sara Lotus by Sara Homes,"Thiruporur, Chennai",900,2560.0
"Abode by Atikramya,Aspiran Garden Colony, Kilpauk,Chennai","Abode by Atikramya,Aspiran Garden Colony, Kilpauk,Chennai",2259,13190.0
"Navalur, Chennai","Navalur, Chennai",765,4970.0
"Muttukadu, Chennai","Muttukadu, Chennai",2290,4370.0
Appaswamy Arcot Terrace,"Somasundara Bharathi Nagar, Vadapalani,Chennai",1231,13000.0
"Kathirvedu, Puzhal,Chennai","Kathirvedu, Puzhal,Chennai",2000,6100.0
"Vigneshwara Nagar, Tharapakkam,Chennai","Vigneshwara Nagar, Tharapakkam,Chennai",800,5630.0
"Vigneshwara Nagar, Tharapakkam,Chennai","Vigneshwara Nagar, Tharapakkam,Chennai",803,5600.0
"La habitat apartment ,Dhanalakshmi Nagar, Madhanandapuram,Chennai","La habitat apartment ,Dhanalakshmi Nagar, Madhanandapuram,Chennai",660,4850.0
"Vigneshwara Nagar, Tharapakkam,Chennai","Vigneshwara Nagar, Tharapakkam,Chennai",801,5620.0
Meritta,"Pudupakkam, Chennai",1336,5230.0
"Arulappa nagar,Dharkast, Chennai","Arulappa nagar,Dharkast, Chennai",1008,3570.0
Real Value Neelkamal,"Kalipathur, Chennai",920,4350.0
"gains,Annamalai Colony, Saligramam,Chennai","gains,Annamalai Colony, Saligramam,Chennai",1385,10110.0
"Green Way Paradise,Kadapperi, Tambaram Sanatoruim,Chennai","Green Way Paradise,Kadapperi, Tambaram Sanatoruim,Chennai",1000,5000.0
"Villa Sakuntha,Pandur, Kumuzhi R.F.,Chennai","Villa Sakuntha,Pandur, Kumuzhi R.F.,Chennai",1000,4400.0
"royal cample,Thirumudivakkam, Chennai","royal cample,Thirumudivakkam, Chennai",950,5260.0
"Perumathunallur, Chennai","Perumathunallur, Chennai",850,5650.0
COLTS VIEW APARTMENTS,"Guindy, Chennai",645,8840.0
"Vantage Nest,Saraswathi Nagar, Neelankarai,Chennai","Vantage Nest,Saraswathi Nagar, Neelankarai,Chennai",972,7510.0
"Kottur,Surya Nagar, Kotturpuram,Chennai","Kottur,Surya Nagar, Kotturpuram,Chennai",1240,10320.0
"Sri sai ganesh homes,Nanmangalam, Chennai","Sri sai ganesh homes,Nanmangalam, Chennai",400,6000.0
Amarprakash Palm Riviera,"Thirumudivakkam, Chennai",890,5620.0
DLF Commanders Court,"Egmore, Chennai",2583,15480.0
Vijay Shanthi Lotus Pond,"Kalavakkam, Chennai",628,3820.0
Sugandha Apartment,"Pallikaranai, Chennai",575,6090.0
"TVS Industries, Padi,Chennai","TVS Industries, Padi,Chennai",1213,9070.0
Swarna Lakshmi by Swarna Construction,"Ambedkar Nagar, Arumbakkam,Chennai",1050,7620.0
"Rajaram Mehta Nagar, Aminjikarai,Chennai","Rajaram Mehta Nagar, Aminjikarai,Chennai",1450,12410.0
