Name,Location,Total_Area,Price_per_SQFT
"Kondhwa, Pune","Kondhwa, Pune",2500,11200.0
"Harinarayan smruti Co Op Society,Perugate, Sadashiv Peth,Pune","Harinarayan smruti Co Op Society,Perugate, Sadashiv Peth,Pune",800,8750.0
"Hindustan Antibiotics Colony, Pimpri,Pune","Hindustan Antibiotics Colony, Pimpri,Pune",2018,5450.0
"Nakhate Vasti, Rahatani,Pune","Nakhate Vasti, Rahatani,Pune",3600,13890.0
"Shree Krishna Nagari ,Kondhawe-Dhawade, Pune","Shree Krishna Nagari ,Kondhawe-Dhawade, Pune",515,4850.0
" Shiv Malhar,Shani Nagar, Ambegaon Budruk,Pune"," Shiv Malhar,Shani Nagar, Ambegaon Budruk,Pune",200,6000.0
Konark Karia Niwas,"Sangamvadi, Pune",600,8000.0
"Dhanori, Pune","Dhanori, Pune",2700,5180.0
Anand Green Crest,"Suresh Nagar, Fursungi,Pune",1200,4500.0
Gagan Vihar,"Gangadham Phase II, Ganga Dham,Pune",600,10500.0
ARV Ganga Kingston,"Gangadham Phase II, Ganga Dham,Pune",1240,5640.0
Omkara Residency,"Ganesh Nagar, Dapodi,Pune",632,6330.0
Shri Krishna,"Uttam Nagar, Pune",515,4850.0
Pudumjee Paradise,"Bhawani Peth, Pune",595,8910.0
"Dangat Vasti, Shivane,Pune","Dangat Vasti, Shivane,Pune",580,4480.0
"Mangalwar Peth, Kasba Peth,Pune","Mangalwar Peth, Kasba Peth,Pune",800,9380.0
"Royal Palace,Ganesh Peth, Pune","Royal Palace,Ganesh Peth, Pune",1000,5200.0
"Royal Palace,Ganesh Peth, Pune","Royal Palace,Ganesh Peth, Pune",1000,5200.0
"Royal Palace,Ganesh Peth, Pune","Royal Palace,Ganesh Peth, Pune",1000,5200.0
" Omkar Apartments phase 2,Tanaji Nagar, Ambegaon Pathar,Pune"," Omkar Apartments phase 2,Tanaji Nagar, Ambegaon Pathar,Pune",741,4720.0
"Sterling House,Pune Cantonment, Pune","Sterling House,Pune Cantonment, Pune",1080,5550.0
Sai Sharddha Garden,"Kalewadi, Pune",715,6290.0
"Dobarwadi, Ghorpadi,Pune","Dobarwadi, Ghorpadi,Pune",2800,10710.0
"Vishnupriya Apartment,Mangalwar Peth, Kasba Peth,Pune","Vishnupriya Apartment,Mangalwar Peth, Kasba Peth,Pune",1500,5470.0
"Bapuji Salunkhe Vihar,Minakshi Puram, Vadgaon Budruk,Pune","Bapuji Salunkhe Vihar,Minakshi Puram, Vadgaon Budruk,Pune",520,4810.0
"Mahalunge Ingale, Pune","Mahalunge Ingale, Pune",858,3610.0
"Samarth Nagar, New Sangvi,Pune","Samarth Nagar, New Sangvi,Pune",750,9330.0
"Shree Apartments,Subhash Nagar, Shukrawar Peth,Pune","Shree Apartments,Subhash Nagar, Shukrawar Peth,Pune",1787,8230.0
"Shree Apartments,Subhash Nagar, Shukrawar Peth,Pune","Shree Apartments,Subhash Nagar, Shukrawar Peth,Pune",1787,8230.0
"Camp, Pune","Camp, Pune",590,8130.000000000001
Tanvi Residency,"Aundh Gaon, Aundh,Pune",560,6790.0
Sai Proviso Leisure Town Phase 1,"Malwadi, Hadapsar,Pune",645,7600.0
 Sai Santosh Paradise,"Kalewadi, Pune",840,5950.0
 Sai Santosh Paradise,"Nandadeep Colony, Kalewadi,Pune",840,5950.0
Neeta Apartment ,"Khadki Bazar, Khadki,Pune",470,5740.0
"Aapla Ghar Kirkatwadi,Kirkatwadi, Pune","Aapla Ghar Kirkatwadi,Kirkatwadi, Pune",685,5840.0
Chandan Homes,"Tingre Nagar, Pune",720,4440.0
Excellaa Chesterfield Wing A And Wing B,"Madhav Nagar, Dhanori,Pune",960,5520.0
"Audumbar Srushti,Tanaji Nagar, Ambegaon Pathar,Pune","Audumbar Srushti,Tanaji Nagar, Ambegaon Pathar,Pune",925,5190.0
"Mukund Nagar, Pune","Mukund Nagar, Pune",1500,4530.0
Vision Ace,"Tathawade, Pune",438,10270.0
"Samarth Nagar, New Sangvi,Pune","Samarth Nagar, New Sangvi,Pune",571,6130.0
"JB Villa ,Rakshak Society, Pimple Nilakh,Pune","JB Villa ,Rakshak Society, Pimple Nilakh,Pune",936,5880.0
Kubera Park,"Lulla Nagar, Pune",825,7880.0
"Enerrgia SKY I Manas LAKE society ,Bhukum, Pune","Enerrgia SKY I Manas LAKE society ,Bhukum, Pune",1010,7920.0
"Kalas, Pune","Kalas, Pune",1200,10420.0
"Aditya Nakoda Enclave 2,Sarita Vihar Phase 2, Dattavadi,Pune","Aditya Nakoda Enclave 2,Sarita Vihar Phase 2, Dattavadi,Pune",635,9840.0
"Guru Kripa,Bhimjyot Nagar, Bopodi,Pune","Guru Kripa,Bhimjyot Nagar, Bopodi,Pune",1550,12260.0
"Shree Swami Angan,Narhe, Pune","Shree Swami Angan,Narhe, Pune",1000,6800.0
"Sarita Sangam,Shastri Nagar, Kasarwadi,Pune","Sarita Sangam,Shastri Nagar, Kasarwadi,Pune",700,5710.0
Balaji Heights,"Tanaji Nagar, Ambegaon Pathar,Pune",550,7270.0
Lunkad Sky Belvedere,"Mhada Colony, Sanjay Park,Pune",4216,14230.0
"Salunkhe Vihar, Kondhwa,Pune","Salunkhe Vihar, Kondhwa,Pune",4500,6110.0
 Akshay Vihar,"Uttam Nagar, Pune",550,6000.0
"Devanshi Apartments,Nandadeep Colony, Kalewadi,Pune","Devanshi Apartments,Nandadeep Colony, Kalewadi,Pune",1120,3570.0
Swapnapurti,"Sitaee Nagar, Dhayari,Pune",355,3660.0
"Shree Vaishnav Classic,Rakshak Society, Pimple Nilakh,Pune","Shree Vaishnav Classic,Rakshak Society, Pimple Nilakh,Pune",610,7380.0
"Manik Baug, Anand Nagar,Pune","Manik Baug, Anand Nagar,Pune",1429,7500.0
"Rk imperial,Datta Nager, Ambegaon Budruk,Pune","Rk imperial,Datta Nager, Ambegaon Budruk,Pune",1230,9760.0
"Jayant Heights,Mangalwar Peth, Kasba Peth,Pune","Jayant Heights,Mangalwar Peth, Kasba Peth,Pune",600,10830.0
 Shan Apartment,"Somwar Peth, Pune",600,7670.0
"Ujwal Nisarg Society,Bhairavnath Nagar, Kirkatwadi,Pune","Ujwal Nisarg Society,Bhairavnath Nagar, Kirkatwadi,Pune",508,4920.0
"Central Water And Power Research Station Colony, Khadakwasla,Pune","Central Water And Power Research Station Colony, Khadakwasla,Pune",603,4480.0
"Madhuban Society,Kolhewadi, Pune","Madhuban Society,Kolhewadi, Pune",665,5860.0
"Hermes Paras VI CHS Ltd,Nilanjali Society, Kalyani Nagar,Pune","Hermes Paras VI CHS Ltd,Nilanjali Society, Kalyani Nagar,Pune",570,14910.0
"Nyati County, Mohammed Wadi,Pune","Nyati County, Mohammed Wadi,Pune",3200,7030.0
Maharashtra Co-Operative Housing Society,"Laxmi Nagar, Parvati Darshan,Pune",841,10110.0
"Tirth maya aangan ,Rasta Peth, Pune","Tirth maya aangan ,Rasta Peth, Pune",800,15000.0
Madhuban,"Kolhewadi, Pune",420,6900.0
"Sus, Pune","Sus, Pune",1700,14120.0
Kumar Galaxy,"Harka Nagar, Kashewadi,Pune",580,8790.0
Varad Jayant Heights,"Mangalwar Peth, Kasba Peth,Pune",600,11500.0
"Chintamani Complex Apartments,Shaniwar Peth, Pune","Chintamani Complex Apartments,Shaniwar Peth, Pune",880,17050.0
"Zambre Heritage,Padmavati Nagar, Yashwantrao Chavan Nagar,Pune","Zambre Heritage,Padmavati Nagar, Yashwantrao Chavan Nagar,Pune",700,7140.0
"Erande Nayan ,Chandan Nagar, Pune","Erande Nayan ,Chandan Nagar, Pune",1800,6670.0
Evolet Tiara,"Mangalwar Peth, Kasba Peth,Pune",1164,8590.0
Happy Complex Society,"Kirkatwadi, Pune",340,3380.0
"Pashan, Pune","Pashan, Pune",2500,15200.0
 Aditya Palace,"Pune Cantonment, Pune",500,9000.0
"Amrutvel Greens,Kirkatwadi, Pune","Amrutvel Greens,Kirkatwadi, Pune",660,5760.0
Mutha Bhawani Housing Society,"Bhawani Peth, Pune",1120,7320.0
"Tapkir nagar ,Nandadeep Colony, Kalewadi,Pune","Tapkir nagar ,Nandadeep Colony, Kalewadi,Pune",850,5650.0
"Meera Apartments,Kasba Peth, Pune","Meera Apartments,Kasba Peth, Pune",970,9480.0
"Anushka Residency,Uttam Nagar, Pune","Anushka Residency,Uttam Nagar, Pune",578,4500.0
"Swapnanagari,Chakan, Pune","Swapnanagari,Chakan, Pune",850,3650.0
"Elegant Residency Phase 2,Nigdi Gaothan, Talwade,Pune","Elegant Residency Phase 2,Nigdi Gaothan, Talwade,Pune",950,7890.0
AV Sundar Nagari,"Somwar Peth, Pune",575,10090.0
"kedari residency,Hingne Khurd, Pune","kedari residency,Hingne Khurd, Pune",350,4860.0
"Somwar Peth, Pune","Somwar Peth, Pune",450,8890.0
"Rasta Peth, Pune","Rasta Peth, Pune",500,10000.0
Anand Anand Park Society,"Vrindavan Society, Guru Nanak Nagar,Pune",1100,11180.0
Swastik Muhurtam,"National Games Park, Mahalunge,Pune",420,7020.0
"Rasta Peth, Pune","Rasta Peth, Pune",1400,10000.0
"Siciety,Nana Peth, Ganesh Peth,Pune","Siciety,Nana Peth, Ganesh Peth,Pune",1200,11670.0
Dhurv darshan,"Pradhikaran, Nigdi,Pune",600,7000.0
Goyal My Home Talegaon,"Talegaon Dabhade, Pune",918,3810.0
Vidya Niketan,"Handewadi, Pune",650,3380.0
"Shree Siddhivinayak,Dangat Vasti, Shivane,Pune","Shree Siddhivinayak,Dangat Vasti, Shivane,Pune",586,4520.0
"Katrajnagar, Katraj,Pune","Katrajnagar, Katraj,Pune",780,5130.0
"Jagjana Apartment,Gangotri Nagar, Pimple Gurav,Pune","Jagjana Apartment,Gangotri Nagar, Pimple Gurav,Pune",800,3560.0
Ashiana Utsav Apartments,"Lavasa, Pune",2000,4750.0
Subhash Park,"Chintamani Nagar, Hadapsar,Pune",390,4810.0
Siddhivinayak Viision Woods,"Jambhul, Pune",530,3210.0
Baburao Dhore Bhavan,"Sainath Colony, Old Sangvi,Pune",650,4310.0
Gandhamnagar  Phase 1,"Gandham Nagar, Yerawada,Pune",559,7160.0
"Dhayari Village, Dhayari,Pune","Dhayari Village, Dhayari,Pune",1500,8330.0
Sai Niketan CHS,"Katrajnagar, Katraj,Pune",815,5520.0
"Bellagio, Undri,Pune","Bellagio, Undri,Pune",575,6090.0
"Siddhartha Nagar, Wagholi,Pune","Siddhartha Nagar, Wagholi,Pune",580,6030.0
Onella B wing,"Satav Nagar, Hadapsar,Pune",1145,742000.0
"Forest Castle,Ambegaon, Pune","Forest Castle,Ambegaon, Pune",515,3880.0
Ashwini Apartment,"Mohan Nagar, Dhankawadi,Pune",950,4740.0
Essen Aishwaryam Hamara,"MIDC, Moshi,Pune",540,5000.0
Tirupati Sai Tirupati Greens,"Wadmukhwadi, Charholi Budruk,Pune",992,7060.0
"Hinjewadi Phase 1, Hinjewadi,Pune","Hinjewadi Phase 1, Hinjewadi,Pune",1250,12400.0
Ozone Westend,"Swaraj Nagari, Talegaon Dabhade,Pune",620,3870.0
Saptsiddhi Savali Homes,"Uruli Devachi, Pune",1186,4210.0
"Alandi, Pune","Alandi, Pune",750,4000.0
Swami Sankul,"Ganesh Peth, Pune",480,6250.0
"Sant Tukaram Society,Dehu, Pune","Sant Tukaram Society,Dehu, Pune",750,4800.0
"Manjari Budruk, Pune","Manjari Budruk, Pune",800,8750.0
Dynamic Dynamic Linea,"Indira Nagar, Undri,Pune",950,6320.0
"malwadi ,Talegaon Dabhade, Pune","malwadi ,Talegaon Dabhade, Pune",1053,5700.0
"Vrundavan society icici bank shivane ,Dangat Vasti, Shivane,Pune","Vrundavan society icici bank shivane ,Dangat Vasti, Shivane,Pune",650,4920.0
"Nandadeep Colony, Kalewadi,Pune","Nandadeep Colony, Kalewadi,Pune",1000,9000.0
"Mukai Nagar, Khadakwasla,Pune","Mukai Nagar, Khadakwasla,Pune",540,3700.0
Setpal Palazzo,"Tukaram Nagar, Talegaon Dabhade,Pune",1070,3740.0
"Awhalwadi, Pune","Awhalwadi, Pune",500,3800.0
Eco Hide Park,"Kalubai Nagar, Wagholi,Pune",500,6400.0
DK Vakratund Heights,"Sant Nagar, Lohegaon,Pune",550,3000.0
Namoh Shine City,"Ganesh Nagar Chikhali, Chikhali,Pune",630,5710.0
"MIDC, Chinchwad,Pune","MIDC, Chinchwad,Pune",520,6730.0
"Siddhartha Nagar, Wagholi,Pune","Siddhartha Nagar, Wagholi,Pune",850,4000.0
"Hadapsar Industrial Estate, Hadapsar,Pune","Hadapsar Industrial Estate, Hadapsar,Pune",900,1670.0
"Ambegaon, Pune","Ambegaon, Pune",400,3380.0
"Yerawada, Pune","Yerawada, Pune",250,4800.0
"Kesnand, Pune","Kesnand, Pune",600,2580.0
Laxmi Sparsh,"Deshmukhwadi, Shivane,Pune",1325,5430.0
"Bellagio, Undri,Pune","Bellagio, Undri,Pune",800,3750.0
"Wakhari, Pune","Wakhari, Pune",500,3200.0
"Ram Nagar, Tathawade,Pune","Ram Nagar, Tathawade,Pune",5200,9620.0
"Pradhikaran, Nigdi,Pune","Pradhikaran, Nigdi,Pune",2177,3670.0
"Shivai Apartment Dhayri ,Mahadev Nagar, Dhayari,Pune","Shivai Apartment Dhayri ,Mahadev Nagar, Dhayari,Pune",441,2270.0
Radha-Krishna Residency,"Nimbaj Nagar, Anand Nagar,Pune",815,5150.0
Five Elements Shubharambh,"Chikhali, Pune",650,5540.0
Mantra Moments,"Tupe Vasti, Moshi,Pune",550,7090.0
"Namo darshan godawari,Tukaram Nagar, Talegaon Dabhade,Pune","Namo darshan godawari,Tukaram Nagar, Talegaon Dabhade,Pune",650,3770.0
"Baramati, Pune","Baramati, Pune",3010,10460.0
"Woods Villa,Pradhikaran, Nigdi,Pune","Woods Villa,Pradhikaran, Nigdi,Pune",1750,12290.0
"Sainikwadi, Wadgaon Sheri,Pune","Sainikwadi, Wadgaon Sheri,Pune",954,8910.0
"Oxygreen Residency,Tupe Vasti, Moshi,Pune","Oxygreen Residency,Tupe Vasti, Moshi,Pune",889,9560.0
Tanish Srushti Phase III,"Alandi, Pune",717,4740.0
"Shubhshree towers ,Yewalewadi, Pune","Shubhshree towers ,Yewalewadi, Pune",500,3800.0
"Kumar Heramb society ,Manik Baug, Anand Nagar,Pune","Kumar Heramb society ,Manik Baug, Anand Nagar,Pune",850,5650.0
 Vaikar Heights,"Kasba Peth, Pune",440,6700.0
Aishwaryam Hamara,"MIDC, Moshi,Pune",530,5090.0
"Patil Heritage,Datta Nager, Ambegaon Budruk,Pune","Patil Heritage,Datta Nager, Ambegaon Budruk,Pune",636,3850.0
"Decaan Hills,Deccan Hills, Vadgaon,Pune","Decaan Hills,Deccan Hills, Vadgaon,Pune",2000,7500.0
" Gayatri Niketan,Tanaji Nagar, Ambegaon Pathar,Pune"," Gayatri Niketan,Tanaji Nagar, Ambegaon Pathar,Pune",4500,5000.0
"JA Complex,Chandan Nagar, Pune","JA Complex,Chandan Nagar, Pune",424,5900.0
RadhaNagari Housing Complex,"Sadgurunagar, Bhosari,Pune",818,4890.0
Kundan Gulmarg Apartment,"Mohan Nagar Co-Op Society, Baner,Pune",450,7780.0
"Guruwar Peth, Pune","Guruwar Peth, Pune",2000,8500.0
 Krishna Sai CHS,"Yashwant Nagar, Talegaon Dabhade,Pune",766,3520.0
"Lotus society,Yewalewadi, Pune","Lotus society,Yewalewadi, Pune",685,3650.0
Prerna Society,"Sambhajinagar, Chinchwad,Pune",650,5850.0
"Narhe, Pune","Narhe, Pune",582,4120.0
"Dhanori, Pune","Dhanori, Pune",750,8670.0
"Shani Nagar, Ambegaon Budruk,Pune","Shani Nagar, Ambegaon Budruk,Pune",450,4890.0
"Mahadev Nagar, Dhayari,Pune","Mahadev Nagar, Dhayari,Pune",1307,5910.0
"Dangat Vasti, Shivane,Pune","Dangat Vasti, Shivane,Pune",940,3720.0
"Mulshi, Pune","Mulshi, Pune",1200,6250.0
"Royal One,Rakshak Nagar, Kharadi,Pune","Royal One,Rakshak Nagar, Kharadi,Pune",605,5620.0
Anand Ashray,"Dighi, Pune",571,5950.0
"Tulsi shine ,MIDC, Bhosari,Pune","Tulsi shine ,MIDC, Bhosari,Pune",612,7350.0
Temple Tower,"Meeta Nagar, Kondhwa,Pune",1300,2850.0
"Krishna Leela,Yashwant Nagar, Talegaon Dabhade,Pune","Krishna Leela,Yashwant Nagar, Talegaon Dabhade,Pune",1530,4580.0
"Gahunje, Pune","Gahunje, Pune",575,15650.0
xrbia township,"Nerhe, Pune",512,4490.0
Shyama Wisteria,"Sahyog Nagar, Chikhali,Pune",635,3620.0
"Lumbini Nagar, Sangamvadi,Pune","Lumbini Nagar, Sangamvadi,Pune",623,2090.0
"Aambethan, Pune","Aambethan, Pune",635,3700.0
"Tupe Vasti, Moshi,Pune","Tupe Vasti, Moshi,Pune",612,10130.0
"Kusgaon Kh., Pune","Kusgaon Kh., Pune",650,3850.0
"Industrial Area, Nanded,Pune","Industrial Area, Nanded,Pune",900,5550.0
"Kharalwadi, Pimpri,Pune","Kharalwadi, Pimpri,Pune",2000,4000.0
"Eknath Vishwa,Fursungi, Pune","Eknath Vishwa,Fursungi, Pune",1000,4500.0
Ashanand Ashanand Residency,"Rajgurunagar, Pune",625,4160.0
Aishwaryam Courtyard,"Newale Vasti, Chikhali,Pune",692,5350.0
"Maviya Tower opposite to Amir E Maviya Masjid ,Kondhwa, Pune","Maviya Tower opposite to Amir E Maviya Masjid ,Kondhwa, Pune",520,2600.0
"Sara City,Chakan, Pune","Sara City,Chakan, Pune",612,3430.0
Saptagiri Heights,"Keshav Nagar, Pune",650,4770.0
"Shani Nagar, Ambegaon Budruk,Pune","Shani Nagar, Ambegaon Budruk,Pune",960,5730.0
"Yavat, Pune","Yavat, Pune",415,2410.0
"shree residency aundh pune,Aundh Gaon, Aundh,Pune","shree residency aundh pune,Aundh Gaon, Aundh,Pune",300,9000.0
"shukhwani Heights pune,Nana Peth, Bhawani Peth,Pune","shukhwani Heights pune,Nana Peth, Bhawani Peth,Pune",1050,8570.0
"Radhakrishna Residency,Anand Nagar, Pune","Radhakrishna Residency,Anand Nagar, Pune",544,5510.0
"Sector No. 3, Bhosari,Pune","Sector No. 3, Bhosari,Pune",600,6670.0
Oxygen Valley,"Narhe, Pune",575,5040.0
Kalaapi Cira,"Pirangut, Pune",910,5380.0
"Sainikwadi, Wadgaon Sheri,Pune","Sainikwadi, Wadgaon Sheri,Pune",1550,8060.000000000001
"Aura City,Shikrapur, Pune","Aura City,Shikrapur, Pune",810,3210.0
"Lokmanya Colony, Kothrud,Pune","Lokmanya Colony, Kothrud,Pune",720,10420.0
Matoshree Heights,"Vijay Nagar, Dighi,Pune",540,4810.0
Guardian Celine,"Prabhag 36, Deccan Gymkhana,Pune",4618,20570.0
swapnapurti phase 2,"Pimpri Gaon, Pimpri,Pune",739,6760.0
"Balaji Manas Valley,Bhukum, Pune","Balaji Manas Valley,Bhukum, Pune",694,5760.0
"Kesnand, Pune","Kesnand, Pune",1500,4000.0
"Windchime Homes ,Tukaram Nagar, Talegaon Dabhade,Pune","Windchime Homes ,Tukaram Nagar, Talegaon Dabhade,Pune",1024,4390.0
"Alok Nagari ,Mangalwar Peth, Kasba Peth,Pune","Alok Nagari ,Mangalwar Peth, Kasba Peth,Pune",535,7480.0
"Sara City,Chakan, Pune","Sara City,Chakan, Pune",450,4670.0
"Anjani Gaatha,Hingane Home Colony, Karve Nagar,Pune","Anjani Gaatha,Hingane Home Colony, Karve Nagar,Pune",634,4730.0
ARV Newtown Phase III,"Pisoli, Pune",1310,4580.0
Kumar Pinnacle,"Sangamvadi, Pune",580,9310.0
"Ramya Nagari, Bibwewadi,Pune","Ramya Nagari, Bibwewadi,Pune",1060,5190.0
Malhar Pride,"Narhe, Pune",607,4940.0
Tulja Tulja Bhawani Complex,"Defence Area, Pimple Gurav,Pune",442,7240.0
"Siddhartha Nagar, Wagholi,Pune","Siddhartha Nagar, Wagholi,Pune",2200,5450.0
"Sambhajinagar, Chinchwad,Pune","Sambhajinagar, Chinchwad,Pune",670,8210.0
"Indumati heights ,Trishul Housing Society, Saswad,Pune","Indumati heights ,Trishul Housing Society, Saswad,Pune",706,3540.0
"Swapnsankul,Ambegaon, Pune","Swapnsankul,Ambegaon, Pune",595,3190.0
"Chaitanya Nagar, Kothrud,Pune","Chaitanya Nagar, Kothrud,Pune",3633,14450.0
Pristine Aakanksha,"Bakori, Pune",800,5000.0
Kushal Vatika Phase II,"Loni Kalbhor, Pune",1290,5430.0
Parmar Rio Vista,"Talegaon Dabhade, Pune",1010,4160.0
"Azad Nagar, Wanowrie,Pune","Azad Nagar, Wanowrie,Pune",830,9040.0
"Azad Nagar, Wanowrie,Pune","Azad Nagar, Wanowrie,Pune",850,8820.0
"SSD Sai ,Hindustan Antibiotics Colony, Pimpri,Pune","SSD Sai ,Hindustan Antibiotics Colony, Pimpri,Pune",448,6700.0
"Sanaswadi, Pune","Sanaswadi, Pune",714,3360.0
"Kunjirwadi, Pune","Kunjirwadi, Pune",1400,2500.0
"Hindustan Antibiotics Colony, Pimpri,Pune","Hindustan Antibiotics Colony, Pimpri,Pune",1200,7250.0
"Alandi, Pune","Alandi, Pune",809,4330.0
"Sai Smruti,Narhe, Pune","Sai Smruti,Narhe, Pune",394,3170.0
Essen Aishwaryam Courtyard 2,"Newale Vasti, Chikhali,Pune",670,5220.0
Sathe Complex,"Sadar Bazaar, Pune",600,6670.0
Swami Prasad Apartment,"Mandai, Shukrawar Peth,Pune",900,7220.0
"Tukaram Nagar, Talegaon Dabhade,Pune","Tukaram Nagar, Talegaon Dabhade,Pune",602,4150.0
"Narhe, Pune","Narhe, Pune",650,4770.0
"Devkar and Ghule Complex,Ganesh Nagar, Bopkhel,Pune","Devkar and Ghule Complex,Ganesh Nagar, Bopkhel,Pune",620,4840.0
"Mangal Murti,Subhash Nagar, Shukrawar Peth,Pune","Mangal Murti,Subhash Nagar, Shukrawar Peth,Pune",250,8000.0
Prajol Aashiyana,"Hindustan Antibiotics Colony, Pimpri,Pune",580,5340.0
"Sasane colony keshav Nagar mundhwa ,Keshav Nagar, Pune","Sasane colony keshav Nagar mundhwa ,Keshav Nagar, Pune",667,6450.0
Sanket Residency,"Patil Nagar, Pune",570,7370.0
"Sathe Chambers,Sathe Colony, Shukrawar Peth,Pune","Sathe Chambers,Sathe Colony, Shukrawar Peth,Pune",1100,8180.0
"Bharti tower,Indapur, Pune","Bharti tower,Indapur, Pune",850,3530.0
"Mahadev Nagar, Dhayari,Pune","Mahadev Nagar, Dhayari,Pune",320,4380.0
"Hindustan Antibiotics Colony, Pimpri,Pune","Hindustan Antibiotics Colony, Pimpri,Pune",454,7710.0
"Mahatma Phule Peth, Pune","Mahatma Phule Peth, Pune",935,13370.0
Vinayak Gandharva Excellence,"Tupe Vasti, Moshi,Pune",662,5590.0
"Hinjewadi Phase 2, Hinjewadi Phase 3,Pune","Hinjewadi Phase 2, Hinjewadi Phase 3,Pune",851,9990.0
"Nighoje, Pune","Nighoje, Pune",600,4670.0
"Bebadohal, Pune","Bebadohal, Pune",700,4290.0
 Ganesh Angaan,"Mathade Wasti, Lohegaon,Pune",850,7060.0
Sarthak Residency,"Siddhartha Nagar, Wagholi,Pune",488,4510.0
Xrbia Abode,"Jambhul, Pune",800,6250.0
Dattakrupa Apartments,"Budhwar Peth, Pune",505,8910.0
"Sanjay Park, Pune","Sanjay Park, Pune",2750,7450.0
"Siddhartha Nagar, Wagholi,Pune","Siddhartha Nagar, Wagholi,Pune",488,4510.0
Enerrgia Skyi Star Towers Phase I,"Bhukum, Pune",1040,5000.0
"MIDC, Chinchwad,Pune","MIDC, Chinchwad,Pune",2000,500000.0
Majestique Aqua Phase I,"Fursungi, Pune",370,4460.0
RKH Blessings B And C Building,"MIDC, Moshi,Pune",1250,6960.0
"Chakan, Pune","Chakan, Pune",1320,1890.0
"Ramkrishna Paradise,Dhayari Village, Dhayari,Pune","Ramkrishna Paradise,Dhayari Village, Dhayari,Pune",1180,5510.0
"Shivatej Nagar, Chinchwad,Pune","Shivatej Nagar, Chinchwad,Pune",1500,18330.0
"Ambegaon, Pune","Ambegaon, Pune",530,4720.0
"Chakan, Pune","Chakan, Pune",800,5940.0
"Indira Nagar, Dhanori,Pune","Indira Nagar, Dhanori,Pune",7000,6000.0
"Mohammed Wadi, Pune","Mohammed Wadi, Pune",2000,5000.0
"SANJAY PARK  ,Mhada Colony, Viman Nagar,Pune","SANJAY PARK  ,Mhada Colony, Viman Nagar,Pune",2750,7450.0
"Kapurhol, Pune","Kapurhol, Pune",405,4440.0
"Matoshree hights,Dighi, Pune","Matoshree hights,Dighi, Pune",553,4700.0
"Kondhwa, Pune","Kondhwa, Pune",540,3330.0
Christian Apartment,"Wakhari, Pune",850,5650.0
Tanish Orchid,"Alandi, Pune",870,6260.0
"Sai samruddhi ,Aambethan, Pune","Sai samruddhi ,Aambethan, Pune",590,3900.0
Kanchan Vrundavan,"Uruli Kanchan, Pune",768,3910.0
"Sasane Nagar, Hadapsar,Pune","Sasane Nagar, Hadapsar,Pune",430,4770.0
"BSK Krushnkamal Residency,Sangurdi Gaon, Pune","BSK Krushnkamal Residency,Sangurdi Gaon, Pune",524,3630.0
Vyankatesh 7 Galaxies,"Khese Wasti, Lohegaon,Pune",630,6350.0
"Ayodhyanagari ,Rajgurunagar, Pune","Ayodhyanagari ,Rajgurunagar, Pune",800,2380.0
"SRPF, Wanowrie,Pune","SRPF, Wanowrie,Pune",1861,20420.0
"Ranjangaon MIDC, Pune","Ranjangaon MIDC, Pune",1287,2310.0
Vishal Garden,"Chakan, Pune",725,4280.0
"Ambegaon, Pune","Ambegaon, Pune",2362,2920.0
"Ambegaon, Pune","Ambegaon, Pune",2361,2920.0
"Vetal Nagar, Hadapsar,Pune","Vetal Nagar, Hadapsar,Pune",650,13690.0
"Padmavati Nagar, Yashwantrao Chavan Nagar,Pune","Padmavati Nagar, Yashwantrao Chavan Nagar,Pune",1000,12000.0
Dreams Nivara,"Uruli Kanchan, Pune",550,3640.0
Shubh Ganesh Nisarg Vatika,"Malinagar, Vadgaon,Pune",1370,4380.0
"Dighi, Pune","Dighi, Pune",970,4330.0
Sanskruti,"Chikhali, Pune",625,4320.0
DSK Vishwa,"DSK Vishwa, Dhayari,Pune",500,5400.0
Tirupati Balaji Nisarg,"Shiraswadi, Pune",260,3270.0
"Vrindavan Apartments ,Ghorpade Peth, Swargate,Pune","Vrindavan Apartments ,Ghorpade Peth, Swargate,Pune",500,10400.0
Oxford One Koregaon Park,"Koregaon Park, Pune",2389,14650.0
"Maharshi Nagar, Pune","Maharshi Nagar, Pune",625,12000.0
"Shinde wad,Phugewadi, Dapodi,Pune","Shinde wad,Phugewadi, Dapodi,Pune",480,5210.0
"Vetal Nagar, Hadapsar,Pune","Vetal Nagar, Hadapsar,Pune",2650,4150.0
"Varve Budruk, Pune","Varve Budruk, Pune",800,12380.0
Shree Gajanan Sanvy Residency,"Shikrapur, Pune",600,4170.0
"Koregaon Bhima, Pune","Koregaon Bhima, Pune",573,3490.0
yashwant nagar,"Deshmukhwadi, Shivane,Pune",972,5140.0
"Wadaki, Pune","Wadaki, Pune",692,5060.0
"Mahalunge, Pune","Mahalunge, Pune",280,7140.0
Tanish Unnati,"Charholi Kurd, Pune",520,3880.0
"Manjula apartment ,MIDC, Chinchwad,Pune","Manjula apartment ,MIDC, Chinchwad,Pune",330,6360.0
"Chintamani Society,Somwar Peth, Pune","Chintamani Society,Somwar Peth, Pune",760,10260.0
Unique Prospero,"Shivnagar Chirke Colony, Lohegaon,Pune",720,8470.0
