id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian
608,267,2,"Bondar, Roberta Lynn","Bondar, Roberta Lynn",female,1945,Canada,civilian
609,268,73,"Kaleri, Aleksandr",Александр Юрьевич Калери,male,1956,U.S.S.R/Russia,civilian
610,268,73,"Kaleri, Aleksandr",Александр Юрьевич Калери,male,1956,U.S.S.R/Russia,civilian
611,268,73,"Kaleri, Aleksandr",Александр Юрьевич Калери,male,1956,U.S.S.R/Russia,civilian
612,268,73,"Kaleri, Aleksandr",Александр Юрьевич Калери,male,1956,U.S.S.R/Russia,civilian
613,268,73,"Kaleri, Aleksandr",Александр Юрьевич Калери,male,1956,U.S.S.R/Russia,civilian
614,269,4,"Flade, Klaus-Dietrich","Flade, Klaus-Dietrich",male,1952,Germany,military
615,270,170,"Duffy, Brian","Duffy, Brian",male,1953,U.S.,military
616,270,170,"Duffy, Brian","Duffy, Brian",male,1953,U.S.,military
617,270,170,"Duffy, Brian","Duffy, Brian",male,1953,U.S.,military
618,270,170,"Duffy, Brian","Duffy, Brian",male,1953,U.S.,military
619,271,171,"Foale, C. Michael","Foale, C. Michael",male,1957,U.S.,civilian
620,271,171,"Foale, C. Michael","Foale, C. Michael",male,1957,U.S.,civilian
621,271,171,"Foale, C. Michael","Foale, C. Michael",male,1957,U.S.,civilian
622,271,171,"Foale, C. Michael","Foale, C. Michael",male,1957,U.S.,civilian
623,271,171,"Foale, C. Michael","Foale, C. Michael",male,1957,U.S.,civilian
624,271,171,"Foale, C. Michael","Foale, C. Michael",male,1957,U.S.,civilian
625,272,1,"Frimout, David","Frimout, Dirk Dries david",male,1941,Belgium,civilian
626,273,172,"Chilton, Kevin P.","Chilton, Kevin P.",male,1954,U.S.,military
627,273,172,"Chilton, Kevin P.","Chilton, Kevin P.",male,1954,U.S.,military
628,273,172,"Chilton, Kevin P.","Chilton, Kevin P.",male,1954,U.S.,military
629,274,173,"Bowersox, Kenneth D.","Bowersox, Kenneth D.",male,1956,U.S.,military
630,274,173,"Bowersox, Kenneth D.","Bowersox, Kenneth D.",male,1956,U.S.,military
631,274,173,"Bowersox, Kenneth D.","Bowersox, Kenneth D.",male,1956,U.S.,military
632,274,173,"Bowersox, Kenneth D.","Bowersox, Kenneth D.",male,1956,U.S.,military
633,274,173,"Bowersox, Kenneth D.","Bowersox, Kenneth D.",male,1956,U.S.,military
634,275,174,"DeLucas, Lawrence James","DeLucas, Lawrence James",male,1950,U.S.,civilian
635,276,175,"Trinh, Eugene Huu-Chau","Trinh, Eugene Huu-Chau",male,1950,U.S.,civilian
636,277,74,"Avdeyev, Sergei",Сергей Васильевич Авдеев,male,1956,U.S.S.R/Russia,civilian
637,277,74,"Avdeyev, Sergei",Сергей Васильевич Авдеев,male,1956,U.S.S.R/Russia,civilian
638,277,74,"Avdeyev, Sergei",Сергей Васильевич Авдеев,male,1956,U.S.S.R/Russia,civilian
639,278,3,"Tognini, Michel","Tognini, Michel",male,1949,France,military
640,278,3,"Tognini, Michel","Tognini, Michel",male,1949,France,military
641,279,176,"Allen, Andrew M.","Allen, Andrew M.",male,1955,U.S.,military
642,279,176,"Allen, Andrew M.","Allen, Andrew M.",male,1955,U.S.,military
643,279,176,"Allen, Andrew M.","Allen, Andrew M.",male,1955,U.S.,military
644,280,1,"Nicollier, Claude","Nicollier, Claude",male,1944,Switzerland,civilian
645,280,1,"Nicollier, Claude","Nicollier, Claude",male,1944,Switzerland,civilian
646,280,1,"Nicollier, Claude","Nicollier, Claude",male,1944,Switzerland,civilian
647,280,1,"Nicollier, Claude","Nicollier, Claude",male,1944,Switzerland,civilian
648,281,1,Franco Malerba,Franco Malerba,male,1946,Italy,civilian
649,282,177,"Brown, Curtis L., Jr.","Brown, Curtis L., Jr.",male,1956,U.S.,military
650,282,177,"Brown, Curtis L., Jr.","Brown, Curtis L., Jr.",male,1956,U.S.,military
651,282,177,"Brown, Curtis L., Jr.","Brown, Curtis L., Jr.",male,1956,U.S.,military
652,282,177,"Brown, Curtis L., Jr.","Brown, Curtis L., Jr.",male,1956,U.S.,military
653,282,177,"Brown, Curtis L., Jr.","Brown, Curtis L., Jr.",male,1956,U.S.,military
654,282,177,"Brown, Curtis L., Jr.","Brown, Curtis L., Jr.",male,1956,U.S.,military
655,283,178,"Davis, Nancy Jan","Davis, Nancy Jan",female,1953,U.S.,civilian
656,283,178,"Davis, Nancy Jan","Davis, Nancy Jan",female,1953,U.S.,civilian
657,283,178,"Davis, Nancy Jan","Davis, Nancy Jan",female,1953,U.S.,civilian
658,284,179,"Jemison, Mae C.","Jemison, Mae C.",female,1956,U.S.,civilian
659,285,2,"Mohri, Mamoru",毛利衛,male,1948,Japan,civilian
660,285,2,"Mohri, Mamoru",毛利衛,male,1948,Japan,civilian
661,286,3,Steven MacLean,Steven MacLean,male,1954,Canada,military
662,286,3,Steven MacLean,Steven MacLean,male,1954,Canada,military
663,287,180,"Clifford, Michael R.","Clifford, Michael R.",male,1952,U.S.,military
664,287,180,"Clifford, Michael R.","Clifford, Michael R.",male,1952,U.S.,military
665,287,180,"Clifford, Michael R.","Clifford, Michael R.",male,1952,U.S.,military
666,288,181,"Helms, Susan J.","Helms, Susan J.",female,1958,U.S.,military
667,288,181,"Helms, Susan J.","Helms, Susan J.",female,1958,U.S.,military
668,288,181,"Helms, Susan J.","Helms, Susan J.",female,1958,U.S.,military
669,288,181,"Helms, Susan J.","Helms, Susan J.",female,1958,U.S.,military
670,288,181,"Helms, Susan J.","Helms, Susan J.",female,1958,U.S.,military
671,289,75,"Poleshchuk, Aleksandr",Александр Федорович Полещук,male,1953,U.S.S.R/Russia,military
672,290,182,"Cockrell, Kenneth D.","Cockrell, Kenneth D.",male,1950,U.S.,civilian
673,290,182,"Cockrell, Kenneth D.","Cockrell, Kenneth D.",male,1950,U.S.,civilian
674,290,182,"Cockrell, Kenneth D.","Cockrell, Kenneth D.",male,1950,U.S.,civilian
675,290,182,"Cockrell, Kenneth D.","Cockrell, Kenneth D.",male,1950,U.S.,civilian
676,290,182,"Cockrell, Kenneth D.","Cockrell, Kenneth D.",male,1950,U.S.,civilian
677,291,183,"Ochoa, Ellen","Ochoa, Ellen",female,1958,U.S.,civilian
678,291,183,"Ochoa, Ellen","Ochoa, Ellen",female,1958,U.S.,civilian
679,291,183,"Ochoa, Ellen","Ochoa, Ellen",female,1958,U.S.,civilian
680,291,183,"Ochoa, Ellen","Ochoa, Ellen",female,1958,U.S.,civilian
681,292,184,"Precourt, Charles J., Jr.","Precourt, Charles J., Jr.",male,1955,U.S.,military
682,292,184,"Precourt, Charles J., Jr.","Precourt, Charles J., Jr.",male,1955,U.S.,military
683,292,184,"Precourt, Charles J., Jr.","Precourt, Charles J., Jr.",male,1955,U.S.,military
684,292,184,"Precourt, Charles J., Jr.","Precourt, Charles J., Jr.",male,1955,U.S.,military
685,293,185,"Harris, Bernard A., Jr.","Harris, Bernard A., Jr.",male,1956,U.S.,civilian
686,293,185,"Harris, Bernard A., Jr.","Harris, Bernard A., Jr.",male,1956,U.S.,civilian
687,294,5,"Walter, Ulrich","Walter, Ulrich",male,1954,Germany,civilian
688,295,6,"Schlegel, Hans","Schlegel, Hans",male,1951,Germany,civilian
689,295,6,"Schlegel, Hans","Schlegel, Hans",male,1951,Germany,civilian
690,296,186,"Currie, Nancy J.","Currie, Nancy J.",female,1958,U.S.,military
691,296,186,"Currie, Nancy J.","Currie, Nancy J.",female,1958,U.S.,military
692,296,186,"Currie, Nancy J.","Currie, Nancy J.",female,1958,U.S.,military
693,296,186,"Currie, Nancy J.","Currie, Nancy J.",female,1958,U.S.,military
694,297,187,"Wisoff, Peter J. K.","Wisoff, Peter J. K.",male,1958,U.S.,civilian
695,297,187,"Wisoff, Peter J. K.","Wisoff, Peter J. K.",male,1958,U.S.,civilian
696,297,187,"Wisoff, Peter J. K.","Wisoff, Peter J. K.",male,1958,U.S.,civilian
697,297,187,"Wisoff, Peter J. K.","Wisoff, Peter J. K.",male,1958,U.S.,civilian
698,298,188,"Voss, Janice E.","Voss, Janice E.",female,1956,U.S.,civilian
699,298,188,"Voss, Janice E.","Voss, Janice E.",female,1956,U.S.,civilian
700,298,188,"Voss, Janice E.","Voss, Janice E.",female,1956,U.S.,civilian
701,298,188,"Voss, Janice E.","Voss, Janice E.",female,1956,U.S.,civilian
702,298,188,"Voss, Janice E.","Voss, Janice E.",female,1956,U.S.,civilian
703,299,76,"Tsibliyev, Vasili",Василий Васильевич Циблиев,male,1954,U.S.S.R/Russia,military
704,299,76,"Tsibliyev, Vasili",Василий Васильевич Циблиев,male,1954,U.S.S.R/Russia,military
705,300,4,"Haigneré, Jean-Pierre","Haigneré, Jean-Pierre",male,1948,France,military
706,300,4,"Haigneré, Jean-Pierre","Haigneré, Jean-Pierre",male,1948,France,military
707,301,189,"Newman, James H.","Newman, James H.",male,1956,U.S.,civilian
708,301,189,"Newman, James H.","Newman, James H.",male,1956,U.S.,civilian
709,301,189,"Newman, James H.","Newman, James H.",male,1956,U.S.,civilian
710,301,189,"Newman, James H.","Newman, James H.",male,1956,U.S.,civilian
711,302,190,"Bursch, Daniel W.","Bursch, Daniel W.",male,1957,U.S.,military
712,302,190,"Bursch, Daniel W.","Bursch, Daniel W.",male,1957,U.S.,military
713,302,190,"Bursch, Daniel W.","Bursch, Daniel W.",male,1957,U.S.,military
714,302,190,"Bursch, Daniel W.","Bursch, Daniel W.",male,1957,U.S.,military
715,303,191,"Walz, Carl E.","Walz, Carl E.",male,1955,U.S.,military
716,303,191,"Walz, Carl E.","Walz, Carl E.",male,1955,U.S.,military
717,303,191,"Walz, Carl E.","Walz, Carl E.",male,1955,U.S.,military
718,303,191,"Walz, Carl E.","Walz, Carl E.",male,1955,U.S.,military
719,304,192,"Searfoss, Richard A.","Searfoss, Richard A.",male,1956,U.S.,military
720,304,192,"Searfoss, Richard A.","Searfoss, Richard A.",male,1956,U.S.,military
721,304,192,"Searfoss, Richard A.","Searfoss, Richard A.",male,1956,U.S.,military
722,305,193,"McArthur, William S., Jr.","McArthur, William S., Jr.",male,1951,U.S.,military
723,305,193,"McArthur, William S., Jr.","McArthur, William S., Jr.",male,1951,U.S.,military
724,305,193,"McArthur, William S., Jr.","McArthur, William S., Jr.",male,1951,U.S.,military
725,305,193,"McArthur, William S., Jr.","McArthur, William S., Jr.",male,1951,U.S.,military
726,306,194,"Wolf, David A.","Wolf, David A.",male,1956,U.S.,civilian
727,306,194,"Wolf, David A.","Wolf, David A.",male,1956,U.S.,civilian
728,306,194,"Wolf, David A.","Wolf, David A.",male,1956,U.S.,civilian
729,306,194,"Wolf, David A.","Wolf, David A.",male,1956,U.S.,civilian
730,307,195,"Fettman, Martin Joseph","Fettman, Martin Joseph",male,1956,U.S.,civilian
731,308,77,Yuri Vladimirovich Usachyov,Юрий Владимирович Усачёв,male,1957,U.S.S.R/Russia,military
732,308,77,Yuri Vladimirovich Usachyov,Юрий Владимирович Усачёв,male,1957,U.S.S.R/Russia,military
733,308,77,Yuri Vladimirovich Usachyov,Юрий Владимирович Усачёв,male,1957,U.S.S.R/Russia,military
734,308,77,Yuri Vladimirovich Usachyov,Юрий Владимирович Усачёв,male,1957,U.S.S.R/Russia,military
735,309,196,"Sega, Ronald M.","Sega, Ronald M.",male,1952,U.S.,civilian
736,309,196,"Sega, Ronald M.","Sega, Ronald M.",male,1952,U.S.,civilian
737,310,197,"Jones, Thomas D.","Jones, Thomas D.",male,1955,U.S.,civilian
738,310,197,"Jones, Thomas D.","Jones, Thomas D.",male,1955,U.S.,civilian
739,310,197,"Jones, Thomas D.","Jones, Thomas D.",male,1955,U.S.,civilian
740,310,197,"Jones, Thomas D.","Jones, Thomas D.",male,1955,U.S.,civilian
741,311,78,"Malenchenko, Yuri",Юрий Иванович Маленченко,male,1961,U.S.S.R/Russia,military
742,311,78,"Malenchenko, Yuri",Юрий Иванович Маленченко,male,1961,U.S.S.R/Russia,military
743,311,78,"Malenchenko, Yuri",Юрий Иванович Маленченко,male,1961,U.S.S.R/Russia,military
744,311,78,"Malenchenko, Yuri",Юрий Иванович Маленченко,male,1961,U.S.S.R/Russia,military
745,311,78,"Malenchenko, Yuri",Юрий Иванович Маленченко,male,1961,U.S.S.R/Russia,military
746,311,78,"Malenchenko, Yuri",Юрий Иванович Маленченко,male,1961,U.S.S.R/Russia,military
747,312,79,"Musabayev, Talgat",Талғат Аманкелдіұлы Мұсабаев,male,1951,U.S.S.R/Russia,military
748,312,79,"Musabayev, Talgat",Талғат Аманкелдіұлы Мұсабаев,male,1951,U.S.S.R/Russia,military
749,312,79,"Musabayev, Talgat",Талғат Аманкелдіұлы Мұсабаев,male,1951,U.S.S.R/Russia,military
750,313,198,"Halsell, James D., Jr.","Halsell, James D., Jr.",male,1956,U.S.,military
751,313,198,"Halsell, James D., Jr.","Halsell, James D., Jr.",male,1956,U.S.,military
752,313,198,"Halsell, James D., Jr.","Halsell, James D., Jr.",male,1956,U.S.,military
753,313,198,"Halsell, James D., Jr.","Halsell, James D., Jr.",male,1956,U.S.,military
