id,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,field21,eva_hrs_mission,total_eva_hrs
958,STS-96,STS-96,STS-96,235.23,611.98,0,0.0,0.0
959,STS-127,STS-127,STS-127,376.75,611.98,0,0.0,0.0
960,STS­96,STS­96,STS­96,235.0,4791.1,0,0.0,11.08
961,Soyuz TMA­7,ISS,Soyuz TMA­7,4555.0,4791.1,2,11.08,11.08
962,STS-93,STS-93,STS-93,119.0,664.0,0,0.0,0.0
963,STS-100,STS-100,STS-100,285.5,664.0,0,0.0,0.0
964,STS-112,STS-112,STS-112,260.0,664.0,0,0.0,0.0
965,STS-103,STS-103,STS-103,191.0,12490.0,0,0.0,18.33
966,STS-118,STS-118,STS-118,305.0,12490.0,0,0.0,18.33
967,Soyuz TMA-01M,ISS,Soyuz TMA-01M,3825.0,12490.0,0,0.0,18.33
968,Soyuz TMA-16M,ISS,Soyuz TMA-18M,8163.0,12490.0,3,18.33,18.33
969,STS-99,STS-99,STS-99,269.65,269.65,0,0.0,0.0
970,Soyuz TM­30,Mir,Soyuz TM­30,1747.0,2008.6,1,5.05,5.05
971,Soyuz TMA­1,Soyuz TMA­1,Soyuz TM­34,260.0,2008.6,0,0.0,5.05
972,STS-101,STS-101,STS-101,240.0,12752.0,1,6.73,31.92
973,Soyuz TMA-8,ISS,Soyuz TMA-8,4320.0,12752.0,2,12.42,31.92
974,Soyuz TMA-16,ISS,Soyuz TMA-16,4060.0,12752.0,0,0.0,31.92
975,Soyuz TMA-20M,ISS,Soyuz TMA-20M,4132.0,12752.0,2,12.77,31.92
976,STS-106,STS-106,STS-106,283.0,5460.0,0,0.0,53.07
977,STS-118,STS-118,STS-118,306.0,5460.0,3,18.22,53.07
978,STS-131,STS-131,STS-131,362.0,5460.0,3,20.28,53.07
979,Soyuz TMA-11M,ISS,Soyuz TMA-11M,4509.0,5460.0,3,14.57,53.07
980,STS-106,STS-106,STS-106,283.0,4534.0,0,0.0,7.18
981,STS-115,STS-115,STS-115,283.0,4534.0,1,7.18,7.18
982,Soyuz TMA-22,ISS,Soyuz TMA-22,3968.0,4534.0,0,0.0,7.18
983,STS­106,STS­106,STS­106,283.0,283.2,0,0.0,0.0
984,STS-92,STS-92,STS-92,309.0,930.0,0,0.0,0.0
985,STS-112,STS-112,STS-112,259.0,930.0,0,0.0,0.0
986,STS-120,STS-120,STS-120,362.0,930.0,0,0.0,0.0
987,STS-98,STS-98,STS-98,309.0,993.0,0,0.0,0.0
988,STS-116,STS-116,STS-116,308.0,993.0,0,0.0,0.0
989,STS-127,STS-127,STS-127,377.0,993.0,0,0.0,0.0
990,STS-102,STS-102,STS-102,307.0,640.0,0,0.0,0.0
991,STS-114,STS-114,STS-114,333.0,640.0,0,0.0,0.0
992,STS-102,STS-102,STS-102,307.0,307.0,1,6.35,6.35
993,STS-100,STS-100,STS-100,285.0,4872.0,0,0.0,4.78
994,Soyuz TMA-6,ISS,Soyuz TMA-6,4296.0,4872.0,1,4.78,4.78
995,STS-119,STS-119,STS-119,307.5,4872.0,0,0.0,4.78
996,STS­100,STS­100,STS­100,285.0,4818.65,0,0.0,10.28
997,Soyuz TMA­1,Soyuz TMA­1,Soyuz TM­34,260.0,4818.65,0,0.0,10.28
998,Soyuz TMA­13,ISS,Soyuz TMA­13,4272.0,4818.65,2,10.28,10.28
999,Soyuz TM-32,Soyuz TM-32,Soyz TM-31,190.13,190.13,0,0.0,0.0
1000,STS-104,STS-104,STS-104,306.0,871.78,0,0.0,0.0
1001,STS-118,STS-118,STS-118,305.0,871.78,0,0.0,0.0
1002,STS-129,STS-129,STS-129,259.0,871.78,0,0.0,0.0
1003,STS-105,STS-105,STS-105,285.0,950.0,2,11.75,25.5
1004,STS-117,STS-117,STS-117,332.0,950.0,2,13.75,25.5
1005,STS-128,STS-128,STS-128,333.0,950.0,0,0.0,25.5
1006,STS­105,ISS,STS­108,3092.0,12770.85,3,13.58,25.52
1007,Soyuz TMA­9,ISS,Soyuz TMA­9,5168.0,12770.85,2,11.93,25.52
1008,Soyuz TMA­11M,ISS,Soyuz TMA­11M,4509.0,12770.85,0,0.0,25.52
1009,Soyuz TM­33,Soyuz TM­33,Soyuz TM­32,235.0,235.98,0,0.0,0.0
1010,STS-108,STS-108,STS-108,283.0,1297.0,0,0.0,0.0
1011,STS-121,STS-121,STS-121,307.0,1297.0,0,0.0,0.0
1012,STS-124,STS-124,STS-124,330.0,1297.0,0,0.0,0.0
1013,STS-134,STS-134,STS-134,377.0,1297.0,0,0.0,0.0
1014,STS-108,STS-108,STS-108,283.0,3163.0,1,4.2,39.18
1015,STS-120,ISS,STS-122,2880.0,3163.0,5,34.98,39.18
1016,STS-109,STS-109,STS-109,262.0,262.0,0,0.0,0.0
1017,STS-109,STS-109,STS-109,262.0,517.8,2,14.77,30.74
1018,STS-125,STS-125,STS-125,309.0,517.8,2,15.97,30.74
1019,STS-110,STS-110,STS-110,260.0,565.0,0,0.0,0.0
1020,STS-122,STS-122,STS-122,306.0,565.0,0,0.0,0.0
1021,STS-110,STS-110,STS-110,259.0,872.51,2,34.6,56.73
1022,STS-122,STS-122,STS-122,306.0,872.51,3,22.13,56.73
1023,STS-135,STS-135,STS-135,306.5,872.51,0,0.0,56.73
1024,STS-110,STS-110,STS-110,259.0,259.0,2,14.12,14.12
1025,Soyuz TMA-34,Soyuz TMA-34,Soyuz TMA-33,237.0,851.65,0,0.0,0.0
1026,Soyuz TMA-6,Soyuz TMA-6,Soyuz TMA-5,237.0,851.65,0,0.0,0.0
1027,STS-134,STS-134,STS-134,377.65,851.65,0,0.0,0.0
1028,Soyuz TM-34,Soyuz TM-34,Soyuz TM-33,237.0,237.0,0,0.0,0.0
1029,STS-111,STS-111,STS-111,332.0,663.38,0,0.0,0.0
1030,STS-113,STS-113,STS-113,330.0,663.38,0,0.0,0.0
1031,STS-111,STS-111,STS-111,332.58,332.58,3,19.52,19.52
1032,STS-111,ISS,STS-113,4438.0,15982.0,1,4.38,60.31
1033,Soyuz TMA-11,ISS,Soyuz TMA-11,4603.0,15982.0,5,35.35,60.31
1034,Soyuz MS-03,ISS,Soyuz MS-04,6941.0,15982.0,4,20.58,60.31
1035,STS­111,ISS,STS­113,4438.0,4438.25,1,5.35,5.35
1036,STS-112,STS-112,STS-112,260.0,3776.0,0,0.0,0.0
1037,STS-126,ISS,STS-119,3210.0,3776.0,0,0.0,0.0
1038,STS-135,STS-135,STS-135,306.0,3776.0,0,0.0,0.0
1039,STS-112,STS-112,STS-112,259.0,839.0,3,19.68,41.17
1040,STS-121,STS-121,STS-121,306.0,839.0,3,21.48,41.17
1041,STS-132,STS-132,STS-132,282.5,839.0,0,0.0,41.17
1042,STS­112,STS­112,STS­112,259.0,16147.0,0,0.0,59.43
1043,Soyuz TMA­10,ISS,Soyuz TMA­10,4721.0,16147.0,3,18.73,59.43
1044,Soyuz TMA­19,ISS,Soyuz TMA­19,3919.0,16147.0,2,13.17,59.43
1045,Soyuz TMA­09M,ISS,Soyuz TMA­09M,3990.0,16147.0,2,20.03,59.43
1046,Soyuz MS-04,ISS,Soyuz MS-04,3258.0,16147.0,1,7.5,59.43
1047,Soyuz TMA-1,Soyuz TMA-1,Soyuz TMA-34,261.0,4769.58,0,0.0,0.0
1048,Soyuz TMA-15,ISS,Soyuz TMA-15,4508.6,4769.58,0,0.0,0.0
1049,STS-113,STS-113,STS-113,330.0,330.0,3,19.92,19.92
1050,STS-113,ISS,Soyuz TMA-1,3865.0,8872.5,2,13.28,13.28
1051,STS-126,STS-126,STS-126,380.5,8872.5,0,0.0,13.28
1052,Soyuz TMA-03M,ISS,Soyuz TMA-03M,4627.0,8872.5,0,0.0,13.28
1053,STS-107,STS-107,STS-107,382.0,382.0,0,0.0,0.0
1054,STS-107,STS-107,STS-107,382.0,382.0,0,0.0,0.0
1055,STS-107,STS-107,STS-107,382.0,382.0,0,0.0,0.0
1056,STS-107,STS-107,Exploded,382.33,382.33,0,0.0,0.0
1057,Shenzhou 5,Shenzhou 5,Shenzhou 5,21.0,21.0,0,0.0,0.0
1058,Soyuz TMA-4,ISS,Soyuz TMA-4,4501.0,9159.0,4,15.75,48.61
1059,Soyuz TMA-13,ISS,Soyuz TMA-13,4280.0,9159.0,2,10.45,48.61
1060,STS-134,STS-134,STS-134,378.0,9159.0,3,22.42,48.61
1061,Soyuz TMA-4,Soyuz TMA-4,Soyuz TMA-3,261.0,4888.0,0,0.0,0.0
1062,Soyuz TMA-03M,ISS,Soyuz TMA-03M,4627.0,4888.0,0,0.0,0.0
1063,Soyuz TMA­5,Soyuz TMA­5,Soyuz TMA­5,237.0,237.5,0,0.0,0.0
1064,STS-114,STS-114,STS-114,333.55,4251.1,3,20.08,20.08
1065,Soyuz TMA-17,ISS,Soyuz TMA-17,3917.55,4251.1,0,0.0,20.08
1066,STS-114,STS-114,STS-114,333.0,333.0,0,0.0,0.0
1067,Soyuz TMA-7,Soyuz TMA-7,Soyuz TMA-7,237.29,237.29,0,0.0,0.0
1068,Shenzhou 6,Shenzhou 6,Shenzhou 6,115.0,115.0,0,0.0,0.0
1069,Shenzhou 6,Shenzhou 6,Shenzhou 6,116.0,466.0,0,0.0,0.0
1070,Shenzhou 10,Shenzhou 10,Shenzhou 10,350.0,466.0,0,0.0,0.0
1071,Soyuz TMA-8,Soyuz TMA-8,Soyuz TMA-7,237.28,237.28,0,0.0,0.0
1072,STS-121,STS-121,STS-121,307.0,4651.0,3,21.48,48.53
1073,STS-124,STS-124,STS-124,330.0,4651.0,3,20.53,48.53
1074,Soyuz TMA-02M,ISS,Soyuz TMA-02M,4014.0,4651.0,1,6.52,48.53
1075,STS-121,STS-121,STS-121,306.0,306.0,0,0.0,0.0
1076,STS-121,STS-121,STS-121,306.0,1031.77,0,0.0,0.0
1077,STS-120,STS-120,STS-120,362.0,1031.77,0,0.0,0.0
1078,STS-131,STS-131,STS-131,362.0,1031.77,0,0.0,0.0
1079,STS-115,STS-115,STS-115,283.0,672.0,0,0.0,0.0
1080,STS-126,STS-126,STS-126,380.5,672.0,0,0.0,0.0
1081,STS-135,STS-135,STS-135,306.5,672.0,0,0.0,0.0
1082,STS-115,STS-115,STS-115,288.0,648.0,2,13.13,33.7
1083,STS-126,STS-126,STS-126,360.0,648.0,3,20.57,33.7
1084,Soyuz TMA-9,Soyuz TMA-9,Soyuz TMA-8,261.525,261.525,0,0.0,0.0
1085,STS-116,STS-116,STS-116,308.0,308.0,0,0.0,0.0
1086,STS-116,STS-116,STS-116,308.0,638.0,0,0.0,18.23
1087,STS-130,STS-130,STS-130,330.0,638.0,3,18.23,18.23
1088,STS-116,STS-116,STS-116,308.73,641.63,3,18.23,31.9
1089,STS-128,STS-128,STS-128,332.9,641.63,2,13.67,31.9
1090,STS-116,STS-116,STS-116,308.0,308.0,0,0.0,0.0
1091,STS-116,ISS,STS-117,4674.0,7722.0,4,28.28,50.67
1092,Soyuz TMA-05M,ISS,Soyuz TMA-06M,3048.0,7722.0,3,21.38,50.67
1093,Soyuz TMA­10,ISS,Soyuz TMA­10,4721.0,12629.03,2,11.05,36.7
1094,Soyuz TMA­17,ISS,Soyuz TMA­17,3917.0,12629.03,1,5.73,36.7
1095,Soyuz TMA­10M,ISS,Soyuz TMA­10M,3990.0,12629.03,3,19.92,36.7
1096,Soyuz TMA-10,Soyuz TMA-10,Soyuz TMA-10,331.4,638.77,0,0.0,0.0
1097,Soyuz TMA-14,Soyuz TMA-14,Soyuz TMA-14,307.85,638.77,0,0.0,0.0
1098,STS-117,STS-117,STS-117,332.0,639.5,0,0.0,0.0
1099,STS-119,STS-119,STS-119,307.5,639.5,0,0.0,0.0
1100,STS-117,STS-117,STS-117,332.22,4646.85,3,13.75,27.9
1101,STS-119,STS-119,STS-119,307.5,4646.85,2,12.93,27.9
1102,Soyuz TMA-12M,ISS,Soyuz TMA-12M,4007.13,4646.85,0,0.0,27.9
1103,STS-117,STS-117,STS-117,332.0,668.0,2,14.22,34.47
1104,STS-128,STS-128,STS-128,333.0,668.0,3,20.25,34.47
1105,STS-117,ISS,STS-120,3642.0,4046.0,3,18.13,38.46
1106,STS-131,STS-131,STS-131,363.0,4046.0,3,20.28,38.46
1107,STS-118,STS-118,STS-118,306.0,4526.0,0,0.0,22.81
1108,Soyuz TMA-18,ISS,Soyuz TMA-18,4220.0,4526.0,3,22.81,22.81
1109,STS-118,STS-118,STS-118,306.0,613.0,0,0.0,12.8
1110,STS-133,STS-133,STS-133,307.0,613.0,2,12.8,12.8
1111,STS-118,STS-118,STS-118,305.0,305.0,0,0.0,0.0
1112,Soyuz TMA-11,Soyuz TMA-11,Soyuz TMA-10,261.23,261.23,0,0.0,0.0
1113,STS-120,STS-120,STS-120,362.0,692.53,0,0.0,0.0
1114,STS-130,STS-130,STS-130,306.1,692.53,0,0.0,0.0
1115,STS-120,STS-120,STS-120,360.0,4281.57,3,20.68,41.5
1116,Soyuz TMA-19,ISS,Soyuz TMA-19,3912.0,4281.57,3,22.82,41.5
1117,STS-120,STS-120,STS-120,362.4,7514.61,0,0.0,0.0
1118,Soyuz TMA-20,ISS,Soyuz TMA-20,3823.28,7514.61,0,0.0,0.0
1119,Soyuz MS-05,ISS,Soyuz MS-05,3328.93,7514.61,0,0.0,0.0
1120,STS-122,STS-122,STS-122,306.0,669.0,0,0.0,0.0
1121,STS-131,STS-131,STS-131,363.0,669.0,0,0.0,0.0
1122,STS-122,STS-122,STS-122,306.0,565.0,0,0.0,0.0
1123,STS-129,STS-129,STS-129,259.0,565.0,0,0.0,0.0
1124,STS-122,STS-122,STS-122,306.0,306.0,1,15.38,15.38
1125,STS-123,STS-123,STS-123,378.0,755.83,0,0.0,0.0
1126,STS-134,STS-134,STS-134,377.0,755.83,0,0.0,0.0
1127,STS-123,STS-123,STS-123,378.0,708.0,3,19.32,37.54
1128,STS-130,STS-130,STS-130,330.0,708.0,3,18.23,37.54
1129,STS-123,STS-123,STS-123,378.0,637.0,3,19.57,32.31
1130,STS-129,STS-129,STS-129,259.0,637.0,2,12.75,32.31
1131,STS-123,ISS,STS-124,2289.0,2473.0,1,7.0,21.2
1132,STS-132,STS-132,STS-132,282.0,2473.0,2,14.18,21.2
1133,Soyuz TMA­12,ISS,Soyuz TMA­12,4768.0,12786.32,2,12.2,23.28
1134,Soyuz TMA­02M,ISS,Soyuz TMA­02M,4014.0,12786.32,1,6.367,23.28
1135,Soyuz TMA­18M,ISS,Soyuz TMA­18M,4003.0,12786.32,1,4.72,23.28
1136,Soyuz TMA­12,ISS,Soyuz TMA­12,3168.0,16081.0,2,12.2,32.2
1137,Soyuz TMA­03M,ISS,Soyuz TMA­03M,4626.0,16081.0,1,6.25,32.2
1138,Soyuz TMA­17M,ISS,Soyuz TMA­17M,3400.0,16081.0,0,0.0,32.2
1139,Soyuz MS-11,ISS,Soyuz MS-11,4887.0,16081.0,2,13.75,32.2
1140,Soyuz TMA-12,Soyuz TMA-12,Soyuz TMA-11,261.0,261.0,0,0.0,0.0
1141,STS-124,STS-124,STS-124,330.0,612.0,0,0.0,0.0
1142,STS-132,STS-132,STS-132,282.0,612.0,0,0.0,0.0
1143,STS-124,STS-124,STS-124,330.0,4320.0,0,0.0,0.0
1144,Soyuz TMA-09M,ISS,Soyuz TMA-09M,3990.0,4320.0,0,0.0,0.0
1145,STS-124,STS-124,STS-124,330.0,4272.0,3,20.5,27.0
1146,soyuz TMA-21,ISS,soyuz TMA-21,3942.0,4272.0,1,6.5,27.0
1147,STS-124,STS-124,STS-124,306.25,3377.5,0,0.0,21.38
1148,Soyuz TMA-05M,ISS,Soyuz TMA-05M,3047.25,3377.5,3,21.38,21.38
1149,STS-124,ISS,STS-126,4392.5,4770.0,0,0.0,13.72
1150,STS-134,STS-134,STS-134,377.5,4770.0,2,13.72,13.72
1151,Shenzhou 7,Shenzhou 7,Shenzhou 7,68.0,68.0,1,0.23,0.23
1152,Shenzhou 7,Shenzhou 7,Shenzhou 7,68.0,68.0,1,0.03,0.03
1153,Shenzhou 7,Shenzhou 7,Shenzhou 7,68.0,1146.0,0,0.0,0.0
1154,Shenzhou 9,Shenzhou 9,Shenzhou 9,303.5,1146.0,0,0.0,0.0
1155,Shenzhou 11,Shenzhou 11,Shenzhou 11,774.5,1146.0,0,0.0,0.0
1156,Soyuz TMA-13,Soyuz TMA-13,Soyuz TMA-12,284.89,284.89,0,0.0,0.0
1157,STS-126,STS-126,STS-126,380.0,687.0,0,0.0,0.0
1158,STS-133,STS-133,STS-133,307.0,687.0,0,0.0,0.0
1159,STS-126,STS-126,STS-126,380.0,970.0,3,19.85,47.3
1160,STS-132,STS-132,STS-132,283.0,970.0,2,14.57,47.3
1161,STS-133,STS-133,STS-133,307.0,970.0,2,12.8,47.3
1162,STS-126,STS-126,STS-126,380.0,10763.25,0,0.0,26.0
1163,Soyuz MS-02,ISS,Soyuz MS-02,10383.25,10763.25,4,26.0,26.0
1164,STS-119,STS-119,STS-119,287.5,579.0,0,0.0,0.0
1165,STS-132,STS-132,STS-132,281.5,579.0,0,0.0,0.0
1166,STS-119,STS-119,STS-119,307.0,7272.23,2,12.95,19.93
1167,Soyuz TMA-04M,ISS,Soyuz TMA-04M,2928.0,7272.23,0,0.0,19.93
1168,Soyuz MS-06,ISS,Soyuz MS-06,4037.23,7272.23,1,6.98,19.93
1169,STS-119,STS-119,STS-119,307.0,307.0,2,12.57,32.07
1170,Soyuz MS-08,ISS,Soyuz MS-08,4722.0,307.0,3,19.5,32.07
1171,Soyuz TMA-14,ISS,Soyuz TMA-14,4778.0,5085.0,1,5.1,5.1
1172,STS-133,STS-133,STS-133,307.0,5085.0,0,0.0,5.1
1173,STS-125,STS-125,STS-125,309.63,309.63,0,0.0,0.0
1174,STS-125,STS-125,STS-125,309.0,591.15,2,16.08,30.0
1175,STS-132,STS-132,STS-132,282.15,591.15,2,13.92,30.0
1176,STS-125,STS-125,STS-125,309.0,309.0,0,0.0,0.0
1177,STS-125,STS-125,STS-125,309.0,687.0,3,21.0,61.8
1178,STS-134,STS-134,STS-134,378.0,687.0,3,21.3,61.8
1179,Soyuz MS-08,ISS,Soyuz MS-08,4722.0,687.0,3,19.5,61.8
1180,Soyuz TMA­15,ISS,Soyuz TMA­15,4508.0,8003.02,0,0.0,6.62
1181,Soyuz TMA­07M,ISS,Soyuz TMA­07M,3494.0,8003.02,1,6.62,6.62
1182,STS-127,STS-127,STS-127,377.0,683.0,0,0.0,0.0
1183,STS-135,STS-135,STS-135,306.0,683.0,0,0.0,0.0
1184,STS-127,STS-127,STS-127,377.0,4744.0,3,18.08,31.23
1185,Soyuz TMA-08M,ISS,Soyuz TMA-08M,3990.0,4744.0,3,13.5,31.23
1186,STS-127,STS-127,STS-127,376.0,3870.0,3,18.98,24.5
1187,Soyuz TMA-07M,ISS,Soyuz TMA-07M,3494.0,3870.0,1,5.5,24.5
1188,STS-127,ISS,STS-128,1317.0,3315.0,1,5.53,13.51
1189,Soyuz TMA-19M,ISS,Soyuz TMA-19M,1920.0,3315.0,2,7.98,13.51
1190,STS-128,STS-128,STS-128,333.0,3781.0,0,0.0,0.0
1191,Soyuz TMA-06M,ISS,Soyuz TMA-06M,3448.0,3781.0,0,0.0,0.0
