Organisation,Details,Rocket_Status,Price
RVSN USSR,Voskhod | Cosmos 490,Retired,
RVSN USSR,Cosmos-3M | Cosmos 489,Retired,
RVSN USSR,Voskhod | Cosmos 488,Retired,
RVSN USSR,Cosmos-2 (63SM) | DS-P1-You #51,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 487,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4B 1116,Retired,
NASA,Saturn V | Apollo 16,Retired,
RVSN USSR,Voskhod | Cosmos 486,Retired,
RVSN USSR,Molniya-M /Block SO-L | Prognoz n°1,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 485,Retired,
RVSN USSR,Voskhod | Intercosmos 6,Retired,
RVSN USSR,Voskhod | Cosmos 484,Retired,
RVSN USSR,Molniya-M /Block L | Molniya-1 n°26 & SRET-1,Retired,
RVSN USSR,Voskhod | Cosmos 483,Retired,
RVSN USSR,Molniya-M /Block NVL | Cosmos 482,Retired,
RVSN USSR,Vostok-2M | Meteor n°22,Retired,
RVSN USSR,Molniya-M /Block NVL | Venera 8,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 481,Retired,
RVSN USSR,Cosmos-3M | Cosmos 480,Retired,
US Air Force,Thor-LV2D Burner-2 | DMSP-5B-F2,Retired,
RVSN USSR,Cosmos-3M | Cosmos 479,Retired,
US Air Force,Titan III(24)B | OPS 1678,Retired,
RVSN USSR,Voskhod | Cosmos 478,Retired,
US Air Force,Delta N | TD-1A,Retired,
RVSN USSR,Voskhod | Cosmos 477,Retired,
General Dynamics,Atlas-SLV3C Centaur-D | Pioneer 10,Retired,
RVSN USSR,Vostok-2M | Cosmos 476,Retired,
Martin Marietta,Titan III(23)C | DSP-3,Retired,
RVSN USSR,Cosmos-3M | Cosmos 475,Retired,
Martin Marietta,Titan-III(33)B Agena-D | Jumpseat 2,Retired,
RVSN USSR,Voskhod | Cosmos 474,Retired,
RVSN USSR,Proton-K/Block D | Luna 20,Retired,
RVSN USSR,K65M-RB5 | BOR-2 n°204,Retired,
RVSN USSR,Voskhod | Cosmos 473,Retired,
US Air Force,Delta L | HEOS-2,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 472,Retired,
General Dynamics,Atlas-SLV3C Centaur-D | Intelsat 4 F4,Retired,
Martin Marietta,Titan IIID | KH9-2 & SSF-B-22,Retired,
RVSN USSR,Voskhod | Cosmos 471,Retired,
RVSN USSR,Vostok-2M | Meteor n°21,Retired,
RVSN USSR,Cosmos-3M | Auréole 1,Retired,
RVSN USSR,Soyuz M | Cosmos 470,Retired,
RVSN USSR,Tsyklon-2 | Cosmos 469,Retired,
General Dynamics,Atlas-SLV3C Centaur-D | Intelsat 4 F3,Retired,
RVSN USSR,Molniya-M /Block L | Molniya-1 n°25,Retired,
RVSN USSR,Cosmos-3M | Cosmos 468,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 467,Retired,
RVSN USSR,Voskhod | Cosmos 466,Retired,
RVSN USSR,Cosmos-3M | Cosmos 465,Retired,
US Air Force,Thorad SLV-2G Agena-D | OPS 7898,Retired,
US Air Force,Scout B1 | Ariel 4,Retired,
RVSN USSR,Voskhod | Cosmos 464,Retired,
RVSN USSR,Voskhod | Cosmos 463,Retired,
CNES,Diamant B | Polaire,Retired,
General Dynamics,Atlas-SLV3A Agena-D | AFP-827 (Canyon-4),Retired,
RVSN USSR,Tsyklon-2 | Cosmos 462,Retired,
RVSN USSR,Voskhod | Zenit-2M n°25,Retired,
RVSN USSR,Cosmos-3M | Cosmos 461,Retired,
RVSN USSR,Cosmos-2 (63SM) | Intercosmos 5,Retired,
RVSN USSR,Cosmos-3M | Cosmos 460,Retired,
RVSN USSR,Cosmos-3M | Cosmos 459,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 458,Retired,
RVSN USSR,Molniya-M /Block L | Molniya-2 n°24,Retired,
RVSN USSR,Cosmos-3M | Cosmos 457,Retired,
RVSN USSR,Voskhod | Cosmos 456,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 455,Retired,
ASI,Scout B | Explorer 45 (S-CubedA),Retired,
CECLES,Europa 2 | STV-4,Retired,
Martin Marietta,Titan III(23)C | DSCS-II 1&2,Retired,
RVSN USSR,Voskhod | Cosmos 454,Retired,
RAE,Black Arrow | Prospero,Retired,
US Air Force,Titan III(24)B | OPS 7616,Retired,
US Air Force,Delta N6 | ITOS-B,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 453,Retired,
US Air Force,Thorad SLV-2G Agena-D | ASTEX,Retired,
RVSN USSR,Voskhod | Cosmos 452,Retired,
US Air Force,Thor-LV2D Burner-2 | DMSP-5B-F1,Retired,
RVSN USSR,Cosmos-3M | Cosmos 444 to 451,Retired,
RVSN USSR,Voskhod | Cosmos 443,Retired,
RVSN USSR,Voskhod | Cosmos 442,Retired,
US Air Force,Delta N | OSO 7 & TTS-4,Retired,
RVSN USSR,Proton-K/Block D | Luna 19,Retired,
RVSN USSR,Voskhod | Cosmos 441,Retired,
ISAS,Mu-IV S | Shinsei,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 440,Retired,
RVSN USSR,Voskhod | Cosmos 439,Retired,
RVSN USSR,Voskhod | Cosmos 438,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4B 1115,Retired,
RVSN USSR,Cosmos-3M | Cosmos 437,Retired,
RVSN USSR,Cosmos-3M | Cosmos 436,Retired,
RVSN USSR,Proton-K/Block D | Luna 18,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 435,Retired,
RVSN USSR,Voskhod | Zenit-2M n°22,Retired,
NASA,Scout B1 | Eole,Retired,
US Air Force,Titan III(24)B | OPS 8607,Retired,
RVSN USSR,Soyuz L | Cosmos 434 (T2K lander),Retired,
RVSN USSR,R-36 Orb. | Cosmos 433,Retired,
General Dynamics,Atlas-E/F OV1 | OV1-20 OV1-21,Retired,
RVSN USSR,Voskhod | Cosmos 432,Retired,
RVSN USSR,Cosmos-2 (63SM) | DS-P1-You #33,Retired,
RVSN USSR,Voskhod | Cosmos 431,Retired,
RVSN USSR,Molniya-M /Block L | Molniya-1 n°20,Retired,
NASA,Saturn V | Apollo 15,Retired,
RVSN USSR,Voskhod | Cosmos 430,Retired,
RVSN USSR,Cosmos-3M | Tselina-OM #10,Retired,
RVSN USSR,Voskhod | Cosmos 429,Retired,
US Air Force,Thorad SLV-2G Agena-D | Ferret 16,Retired,
RVSN USSR,Vostok-2M | Meteor n°20,Retired,
NASA,Scout B | Solrad 10,Retired,
RVSN USSR,N-1 L3 | 7K-LOK n°1 & LK n°3,Retired,
RVSN USSR,Voskhod | Zenit-4M n°17,Retired,
RVSN USSR,Voskhod | Cosmos 428,Retired,
Martin Marietta,Titan IIID | KH9-1,Retired,
RVSN USSR,Voskhod | Cosmos 427,Retired,
US Air Force,Thor-LV2D Burner-2 | SESP-1,Retired,
RVSN USSR,Soyuz | Soyuz 11,Retired,
RVSN USSR,Cosmos-3M | Cosmos 426,Retired,
General Dynamics,Atlas-SLV3C Centaur-D | Mariner 9,Retired,
RVSN USSR,Cosmos-3M | Cosmos 425,Retired,
RVSN USSR,Proton-K/Block D | Mars 3,Retired,
RVSN USSR,Voskhod | Cosmos 424,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 423,Retired,
RVSN USSR,Cosmos-3M | Cosmos 422,Retired,
RVSN USSR,Proton-K/Block D | Mars 2,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 421,Retired,
RVSN USSR,Voskhod | Cosmos 420,Retired,
RVSN USSR,Proton-K/Block D | Cosmos 419,Retired,
General Dynamics,Atlas-SLV3C Centaur-D | Mariner 8,Retired,
RVSN USSR,Cosmos-3M | Cosmos 411 to 418,Retired,
RVSN USSR,Voskhod | Cosmos 410,Retired,
Martin Marietta,Titan III(23)C | DSP-2,Retired,
RVSN USSR,Cosmos-3M | Cosmos 409,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 408,Retired,
ASI,Scout B | San Marco 3,Retired,
RVSN USSR,Cosmos-3M | Cosmos 407,Retired,
RVSN USSR,Soyuz | Soyuz 10,Retired,
US Air Force,Titan III(23)B | OPS 7899,Retired,
RVSN USSR,K65M-RB5 | BOR-2 n°203,Retired,
RVSN USSR,Proton-K | Salyut 1,Retired,
RVSN USSR,Vostok-2M | Meteor n°19,Retired,
CNES,Diamant B | Tournesol,Retired,
RVSN USSR,Voskhod | Cosmos 406,Retired,
RVSN USSR,Vostok-2M | Cosmos 405,Retired,
RVSN USSR,Tsyklon-2 | Cosmos 404,Retired,
RVSN USSR,Voskhod | Cosmos 403,Retired,
RVSN USSR,Tsyklon-2 | Cosmos 402,Retired,
US Air Force,Delta E1 | ISIS-II,Retired,
RVSN USSR,Voskhod | Cosmos 401,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4B 1114,Retired,
Martin Marietta,Titan-III(33)B Agena-D | Jumpseat 1,Retired,
RVSN USSR,Cosmos-3M | Cosmos 400,Retired,
US Air Force,Delta M6 | Explorer 43 (IMP-I),Retired,
RVSN USSR,Cosmos-2 (63SM) | DS-P1-You #39,Retired,
RVSN USSR,Voskhod | Zenit-2M n°17,Retired,
CASC,Long March 1 | Shijian 1,Retired,
RVSN USSR,Voskhod | Cosmos 399,Retired,
RVSN USSR,Soyuz L | Cosmos 398 (T2K lander),Retired,
RVSN USSR,Tsyklon-2 | Cosmos 397,Retired,
RVSN USSR,Voskhod | Cosmos 396,Retired,
RVSN USSR,Cosmos-3M | Cosmos 395,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4B 1113,Retired,
US Air Force,Thor-LV2D Burner-2 | DMSP-5A-F3 & Others,Retired,
ISAS,Mu-IV S | Tansei 1,Retired,
RVSN USSR,Cosmos-3M | Cosmos 394,Retired,
US Air Force,Delta M | NATO 2,Retired,
NASA,Saturn V | Apollo 14,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 393,Retired,
General Dynamics,Atlas-SLV3C Centaur-D | Intelsat 4 F2,Retired,
US Air Force,Titan III(23)B | OPS 7776,Retired,
RVSN USSR,Voskhod | Cosmos 392,Retired,
RVSN USSR,Vostok-2M | Meteor n°18,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 391,Retired,
RVSN USSR,Voskhod | Cosmos 390,Retired,
RVSN USSR,Molniya-M /Block L | Molniya-1 n°22,Retired,
RVSN USSR,Cosmos-3M | DS-P1-M #1,Retired,
RVSN USSR,Vostok-2M | Cosmos 389,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 388,Retired,
RVSN USSR,Cosmos-3M | Cosmos 387,Retired,
RVSN USSR,Voskhod | Cosmos 386,Retired,
CNES,Diamant B | Péole,Retired,
RVSN USSR,Cosmos-3M | Cosmos 385,Retired,
ASI,Scout B | Explorer 42 (SAS-A),Retired,
US Air Force,Delta N6 | NOAA-1,Retired,
RVSN USSR,Voskhod | Cosmos 384,Retired,
RVSN USSR,Voskhod | Cosmos 383,Retired,
RVSN USSR,Proton-K/Block D | Cosmos 382,Retired,
RVSN USSR,Cosmos-3M | Cosmos 381,Retired,
General Dynamics,Atlas-SLV3C Centaur-D | OAO-B,Retired,
RVSN USSR,Molniya-M /Block L | Molniya-1 n°23,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 380,Retired,
RVSN USSR,Soyuz L | Cosmos 379 (T2K lander),Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4B 1112,Retired,
RVSN USSR,Cosmos-3M | Cosmos 378,Retired,
RVSN USSR,Voskhod | Cosmos 377,Retired,
RVSN USSR,Proton-K/Block D | Luna 17,Retired,
NASA,Scout B | OFO 1 & RM 1,Retired,
Martin Marietta,Titan III(23)C | DSP-1 (OPS-5960) (IMEWS-1),Retired,
RVSN USSR,Voskhod | Cosmos 376,Retired,
RVSN USSR,Tsyklon-2 | Cosmos 375,Retired,
US Air Force,Titan III(23)B | OPS 7568,Retired,
RVSN USSR,Tsyklon-2 | Cosmos 374,Retired,
RVSN USSR,Proton-K/Block D | Zond 8,Retired,
RVSN USSR,Tsyklon-2 | Cosmos 373,Retired,
RVSN USSR,Cosmos-3M | Cosmos 372,Retired,
RVSN USSR,Vostok-2M | Meteor n°17,Retired,
RVSN USSR,Cosmos-2 (63SM) | Intercosmos 4,Retired,
RVSN USSR,Cosmos-3M | Cosmos 371,Retired,
RVSN USSR,Voskhod | Cosmos 370,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 369,Retired,
RVSN USSR,Voskhod | Cosmos 368,Retired,
RVSN USSR,Tsyklon-2 | Cosmos 367,Retired,
RVSN USSR,Voskhod | Cosmos 366,Retired,
RVSN USSR,Molniya-M /Block L | Molniya-1 n°19,Retired,
RVSN USSR,R-36 Orb. | Cosmos 365,Retired,
ISAS,Mu-IV S | SS 1,Retired,
RVSN USSR,Voskhod | Cosmos 364,Retired,
RVSN USSR,Voskhod | Cosmos 363,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 362,Retired,
RVSN USSR,Proton-K/Block D | Luna 16,Retired,
RVSN USSR,Voskhod | Cosmos 361,Retired,
US Air Force,Thor-LV2D Burner-2 | DMSP-5A-F2,Retired,
RAE,Black Arrow | Orba,Retired,
General Dynamics,Atlas-SLV3A Agena-D | AFP-827 (Canyon-3),Retired,
RVSN USSR,Voskhod | Cosmos 360,Retired,
US Air Force,Scout A | Transit-O 19,Retired,
US Air Force,Thorad SLV-2G Agena-D | Ferret 15,Retired,
RVSN USSR,Molniya-M /Block NVL | Cosmos 359,Retired,
RVSN USSR,Cosmos-3M | Cosmos 358,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 357,Retired,
US Air Force,Delta M | Skynet-1B,Retired,
US Air Force,Titan III(23)B | OPS 7874,Retired,
RVSN USSR,Proton-K | 82EV n°1,Retired,
RVSN USSR,Molniya-M /Block NVL | Venera 7,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 356,Retired,
RVSN USSR,Voskhod | Cosmos 355,Retired,
RVSN USSR,Cosmos-2 (63SM) | Intercosmos 3,Retired,
RVSN USSR,K65M-RB5 | BOR-2 n°202,Retired,
RVSN USSR,R-36 Orb. | Cosmos 354,Retired,
US Air Force,Delta M | Intelsat 3-8,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4B 1111,Retired,
RVSN USSR,Voskhod | Zenit-4 n°75,Retired,
RVSN USSR,Voskhod | Cosmos 353,Retired,
RVSN USSR,Voskhod | Cosmos 352,Retired,
RVSN USSR,Cosmos-3M | Strela-2M satellite,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 351,Retired,
RVSN USSR,Voskhod | Cosmos 350,Retired,
RVSN USSR,Molniya-M /Block L | Molniya-1 n°21,Retired,
US Air Force,Titan III(23)B | OPS 6820,Retired,
RVSN USSR,Vostok-2M | Meteor n°16,Retired,
General Dynamics,Atlas-SLV3A Agena-D | AFP-720 (Rhyolite-1),Retired,
RVSN USSR,Voskhod | Cosmos 349,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 348,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 347,Retired,
CECLES,Europa 1 | STV-3,Retired,
RVSN USSR,Voskhod | Cosmos 346,Retired,
RVSN USSR,Soyuz | Soyuz 9,Retired,
RVSN USSR,Cosmos-2 (63SM) | DS-P1-You #36,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4B 1110,Retired,
RVSN USSR,Voskhod | Cosmos 345,Retired,
RVSN USSR,Voskhod | Cosmos 344,Retired,
RVSN USSR,Vostok-2M | Meteor n°15,Retired,
RVSN USSR,Cosmos-3M | Cosmos 336 to 343,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 335,Retired,
CASC,Long March 1 | Dong Fang Hong 1,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 334,Retired,
US Air Force,Delta M | Intelsat 3-7,Retired,
US Air Force,Titan III(23)B | OPS 2863,Retired,
RVSN USSR,Voskhod | Cosmos 333,Retired,
NASA,Saturn V | Apollo 13,Retired,
RVSN USSR,Cosmos-3M | Cosmos 332,Retired,
Martin Marietta,Titan IIIC | Vela 6A/6B,Retired,
RVSN USSR,Voskhod | Cosmos 331,Retired,
US Air Force,Thorad SLV-2G Agena-D | Nimbus 4 & TOPO 1,Retired,
RVSN USSR,Cosmos-3M | Cosmos 330,Retired,
RVSN USSR,Voskhod | Cosmos 329,Retired,
RVSN USSR,Voskhod | Cosmos 328,Retired,
US Air Force,Delta M | NATO 1,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 327,Retired,
RVSN USSR,Vostok-2M | Meteor n°14,Retired,
RVSN USSR,Voskhod | Cosmos 326,Retired,
CNES,Diamant B | WIKA & MIKA,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4B 1109,Retired,
RVSN USSR,Voskhod | Cosmos 325,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 324,Retired,
RVSN USSR,Molniya-M /Block L | Molniya-1 n°17,Retired,
US Air Force,Thor-LV2D Burner-2 | DMSP-5A-F1,Retired,
UT,Lambda-IV S | Ōsumi,Retired,
RVSN USSR,Voskhod | Cosmos 323,Retired,
RVSN USSR,Proton-K/Block D | Ye-8-5 n°405,Retired,
US Air Force,Thorad SLV-2G Agena-D | SERT 2,Retired,
RVSN USSR,Cosmos-2 (63SM) | DS-P1-I #6,Retired,
US Air Force,Delta N6 | ITOS 1 & Oscar 5,Retired,
RVSN USSR,Voskhod | Cosmos 322,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 321,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 320,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 319,Retired,
US Air Force,Delta M | Intelsat 3-6,Retired,
US Air Force,Titan III(23)B | OPS 6531,Retired,
RVSN USSR,Voskhod | Cosmos 318,Retired,
RVSN USSR,Cosmos-3M | Ionosfernaya #1,Retired,
RVSN USSR,Cosmos-2 (63SM) | Intercosmos 2,Retired,
RVSN USSR,Voskhod | Cosmos 317,Retired,
RVSN USSR,Tsyklon-2 | Cosmos 316,Retired,
RVSN USSR,Cosmos-3M | Cosmos 315,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 314,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4B 1108,Retired,
RVSN USSR,Voskhod | Cosmos 313,Retired,
RVSN USSR,Proton-K/Block D | L1E n°1,Retired,
RVSN USSR,Cosmos-3M | Cosmos 312,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 311,Retired,
US Air Force,Delta M | Skynet 1A,Retired,
RVSN USSR,Voskhod | Cosmos 310,Retired,
NASA,Saturn V | Apollo 12,Retired,
RVSN USSR,Voskhod | Cosmos 309,Retired,
US Air Force,Scout B | Azur,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 308,Retired,
RVSN USSR,Tsyklon-2 | IS Mockup,Retired,
US Air Force,Titan III(23)B | OPS 8455,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 307,Retired,
RVSN USSR,Voskhod | Cosmos 306,Retired,
RVSN USSR,Proton-K/Block D | Cosmos 305,Retired,
RVSN USSR,Cosmos-3M | Cosmos 304,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 303,Retired,
RVSN USSR,Voskhod | Cosmos 302,Retired,
RVSN USSR,Cosmos-2 (63SM) | Intercosmos 1,Retired,
RVSN USSR,Soyuz | Soyuz 8,Retired,
RVSN USSR,Soyuz | Soyuz 7,Retired,
RVSN USSR,Soyuz | Soyuz 6,Retired,
RVSN USSR,Vostok-2M | Meteor n°13,Retired,
US Air Force,Scout B | ESRO 1B,Retired,
US Air Force,Thorad SLV-2G Agena-D | EHH B-17 & Others,Retired,
RVSN USSR,Voskhod | Cosmos 301,Retired,
RVSN USSR,Proton-K/Block D | Cosmos 300,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4A 1052,Retired,
UT,Lambda-IV S | Ōsumi,Retired,
RVSN USSR,Voskhod | Cosmos 299,Retired,
RVSN USSR,R-36 Orb. | Cosmos 298,Retired,
RVSN USSR,Voskhod | Cosmos 297,Retired,
RVSN USSR,Voskhod | Cosmos 296,Retired,
US Air Force,Delta L | Pioneer E & TTS-3,Retired,
US Air Force,Titan III(23)B | OPS 7807,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 295,Retired,
RVSN USSR,Voskhod | Cosmos 294,Retired,
RVSN USSR,Voskhod | Cosmos 293,Retired,
RVSN USSR,Cosmos-3M | Cosmos 292,Retired,
General Dynamics,Atlas-SLV3C Centaur-D | ATS-5,Retired,
US Air Force,Delta N | OSO-6 & PAC-1,Retired,
RVSN USSR,Proton-K/Block D | Zond 7,Retired,
RVSN USSR,Tsyklon-2 | Cosmos 291,Retired,
US Air Force,Thorad SLV-2G Agena-D | Ferret 14,Retired,
US Air Force,Delta M | Intelsat 3-5,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4B 1107,Retired,
RVSN USSR,Cosmos-2 (63SM) | DS-P1-You #23,Retired,
US Air Force,Thor-LV2D Burner-2 | DMSP-4B-F3,Retired,
RVSN USSR,Molniya-M /Block L | Molniya-1 n°18,Retired,
RVSN USSR,Voskhod | Cosmos 290,Retired,
NASA,Saturn V | Apollo 11,Retired,
RVSN USSR,Proton-K/Block D | Luna 15,Retired,
RVSN USSR,Voskhod | Cosmos 289,Retired,
RVSN USSR,N-1 L3 | L1S n°2 & LK n°2,Retired,
CECLES,Europa 1 | STV-2,Retired,
US Air Force,Delta N | Biosatellite 3,Retired,
RVSN USSR,Voskhod | Cosmos 288,Retired,
RVSN USSR,Voskhod | Cosmos 287,Retired,
US Air Force,Delta E1 | Explorer 41 (IMP-G),Retired,
RVSN USSR,Voskhod | Cosmos 286,Retired,
RVSN USSR,Proton-K/Block D | Ye-8-5 n°402,Retired,
RVSN USSR,K65M-RB5 | BOR-2 n°201,Retired,
US Air Force,Thorad SLV-2G Agena-D | OGO-6,Retired,
US Air Force,Titan IIIB | OPS 1077,Retired,59.0
RVSN USSR,Cosmos-2 (63SM) | Cosmos 285,Retired,
RVSN USSR,Voskhod | Cosmos 284,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 283,Retired,
Martin Marietta,"Titan IIIC | Vela 5A/5B, OV5-5, OV5-6, OV5-9",Retired,
US Air Force,Delta M | Intelsat 3-4,Retired,
RVSN USSR,Voskhod | Cosmos 282,Retired,
NASA,Saturn V | Apollo 10,Retired,
RVSN USSR,Voskhod | Cosmos 281,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4A 1051,Retired,
RVSN USSR,Voskhod | Cosmos 280,Retired,
US Air Force,Titan IIIB | OPS 5310,Retired,59.0
RVSN USSR,Voskhod | Cosmos 279,Retired,
US Air Force,Thorad SLV-2G Agena-D | Nimbus 3 & Secor 13,Retired,
General Dynamics,Atlas-SLV3A Agena-D | Canyon 2 (AFP-827),Retired,
RVSN USSR,Molniya-M /Block L | Molniya-1 n°16,Retired,
RVSN USSR,Voskhod | Cosmos 278,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 277,Retired,
RVSN USSR,Voskhod | Cosmos 276,Retired,
RVSN USSR,Proton-K/Block D | M-69 n°522,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 275,Retired,
General Dynamics,Atlas-SLV3C Centaur-D | Mariner 7,Retired,
RVSN USSR,Proton-K/Block D | M-69 n°521,Retired,
RVSN USSR,Vostok-2M | Meteor n°12,Retired,
RVSN USSR,Voskhod | Cosmos 274,Retired,
RVSN USSR,Voskhod | Cosmos 273,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4B 1150,Retired,
General Dynamics,Atlas-E/F OV1 | OV1-17/OV1-18/OV1-19,Retired,
RVSN USSR,Cosmos-3M | Cosmos 272,Retired,
RVSN USSR,Voskhod | Cosmos 271,Retired,
RVSN USSR,Voskhod | Cosmos 270,Retired,
RVSN USSR,Cosmos-3M | Cosmos 269,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 268,Retired,
US Air Force,Titan IIIB | OPS 4248,Retired,59.0
NASA,Saturn V | Apollo 9,Retired,
RVSN USSR,Voskhod | Cosmos 267,Retired,
US Air Force,Delta E1 | ESSA-9,Retired,
RVSN USSR,Voskhod | Cosmos 266,Retired,
General Dynamics,Atlas-SLV3C Centaur-D | Mariner 6,Retired,
RVSN USSR,N-1 L3 | L1S n°1 & LK n°1,Retired,
RVSN USSR,Proton-K/Block D | Ye-8 n°201,Retired,
Martin Marietta,Titan IIIC | OPS-0757 (Tacsat),Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 265,Retired,
US Air Force,Delta M | Intelsat 3-3,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4B 1106,Retired,
RVSN USSR,Vostok-2M | Meteor n°11,Retired,
US Air Force,Delta E1 | ISIS-I,Retired,
RVSN USSR,Tsyklon-2A | US-A n°05,Retired,
RVSN USSR,Voskhod | Cosmos 264,Retired,
US Air Force,Titan IIIB | OPS 7585,Retired,59.0
US Air Force,Delta C1 | OSO-5,Retired,
RVSN USSR,Proton-K/Block D | L1 n°13,Retired,
RVSN USSR,Soyuz | Soyuz 5,Retired,
RVSN USSR,Soyuz | Soyuz 4,Retired,
RVSN USSR,Voskhod | Cosmos 263,Retired,
RVSN USSR,Molniya-M /Block VL | Venera 6,Retired,
RVSN USSR,Molniya-M /Block VL | Venera 5,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 262,Retired,
NASA,Saturn V | Apollo 8,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 261,Retired,
US Air Force,Delta M | Intelsat 3-2,Retired,
RVSN USSR,Molniya-M /Block L | Cosmos 260,Retired,
US Air Force,Delta N | ESSA-8,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 259,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4A 1049,Retired,
RVSN USSR,Voskhod | Cosmos 258,Retired,
General Dynamics,Atlas-SLV3C Centaur-D | OAO-2,Retired,
US Air Force,Delta E1 | HEOS-A,Retired,
US Air Force,Titan IIIB | OPS 6518,Retired,59.0
RVSN USSR,Cosmos-2 (63SM) | Cosmos 257,Retired,
RVSN USSR,Cosmos-3M | Cosmos 256,Retired,
CECLES,Europa 1 | STV-1,Retired,
RVSN USSR,Voskhod | Cosmos 255,Retired,
RVSN USSR,Voskhod | Cosmos 254,Retired,
RVSN USSR,Proton-K | Proton 4,Retired,
RVSN USSR,Voskhod | Cosmos 253,Retired,
RVSN USSR,Proton-K/Block D | Zond 6,Retired,
US Air Force,Delta E1 | Pioneer 9 & TTS-2,Retired,
US Air Force,Titan IIIB | OPS 5296,Retired,59.0
US Air Force,Thorad SLV-2G Agena-D | KH-4B 1105,Retired,
RVSN USSR,Tsyklon-2A | Cosmos 252,Retired,
RVSN USSR,Voskhod | Cosmos 251,Retired,
RVSN USSR,Cosmos-3M | Cosmos 250,Retired,
RVSN USSR,Soyuz | Soyuz 3,Retired,
RVSN USSR,Soyuz | Soyuz 2,Retired,
US Air Force,Thor-LV2D Burner-2 | DMSP-4B-F2,Retired,
RVSN USSR,Tsyklon-2A | Cosmos 249,Retired,
RVSN USSR,Tsyklon-2A | Cosmos 248,Retired,
NASA,Saturn IB | Apollo 7,Retired,
RVSN USSR,Voskhod | Cosmos 247,Retired,
RVSN USSR,Voskhod | Cosmos 246,Retired,
US Air Force,Thorad SLV-2G Agena-D | Ferret 13,Retired,
RVSN USSR,Molniya-M /Block L | Molniya-1 n°14,Retired,
