Name,Baths,Balcony
" Pratibha Shree,Subhash Nagar, Shukrawar Peth,Pune",2,Yes
"saidham apartment,Dhanori, Pune",2,Yes
"Chitamani Apartment,Narveer Tanaji Wadi, Shivaji Nagar,Pune",1,No
"Talegaon Dhamdhere, Pune",3,Yes
"Sheeba housing society,Baramati, Pune",3,No
"Asha Heights,Yewalewadi, Pune",2,No
"Daund, Pune",3,Yes
"Talegaon Dabhade, Pune",2,No
"Ravi Garden,Manjari Budruk, Pune",3,Yes
"Vitthal Nagar, Warje,Pune",3,Yes
"Mauli prasad ,Ganesh Nagar, Dapodi,Pune",1,Yes
"sri Ram ,Dadaji Vasti, Lohegaon,Pune",3,No
"Geetanjali Apartment,Netaji Nagar, Pimple Gurav,Pune",2,No
"Abhishek construction ,Chandrabhaga Nagar, Dhankawadi,Pune",2,Yes
"Shivshankar Society ,Ramya Nagari, Bibwewadi,Pune",1,No
"shlok ,Warje Malwadi, Pune",2,No
"shlok ,Warje Malwadi, Pune",2,No
"shlok ,Warje Malwadi, Pune",1,No
"Unnatinagar, Hadapsar,Pune",3,Yes
"Ranak Pur Naga,Rakshak Society, Pimple Nilakh,Pune",2,No
Viva Sarovar Phase 1,4,Yes
"Manjari Budruk, Pune",3,No
"Chinchwad, Pune",2,No
"Sainath Nagar, Wadgaon Sheri,Pune",3,No
"Dadaji Vasti, Lohegaon,Pune",3,Yes
"Ashirwad apartament ,Kranti Nagar, Pimple Gurav,Pune",1,Yes
"Balaji Heights ,Vivek Nagar, Dhankawadi,Pune",2,Yes
"Mukai Nagar, Kiwale,Pune",4,Yes
"Rajgurungar ,Rajgurunagar, Pune",2,Yes
"Sahakar Nagar, Parvati Darshan,Pune",3,No
"Talegaon Dabhade, Pune",4,Yes
"kHUSHAL RESIDENCY,Bhekrai Nagar, Fursungi,Pune",2,Yes
"Hindustan Antibiotics Colony, Pimpri,Pune",3,No
Venkatesh Swapna Nagari,3,Yes
Sneha Vihar,3,Yes
Polite Panorama,3,Yes
"Chaturbhuj appartment ,Minakshi Puram, Vadgaon Budruk,Pune",1,No
"Anusaya Apartment,Dangat Vasti, Shivane,Pune",2,No
"Sector No. 3, Bhosari,Pune",3,No
Geinus Tower,2,No
"Sainikwadi, Wadgaon Sheri,Pune",4,Yes
"Jadhav Nagar, Mundhwa,Pune",2,Yes
"Ashirwad apartment ,Ram Nagar, Pimple Gurav,Pune",2,No
"Chandan Nagar, Pune",3,No
"Thergaon, Pune",3,Yes
"Chandan Nagar, Pune",3,No
Jalan Aura City,2,No
"Ecogram ,Shikrapur, Pune",2,Yes
Jalan Aura City,2,No
"Unique ,Narveer Tanaji Wadi, Shivaji Nagar,Pune",1,Yes
"Hingne Khurd, Pune",3,No
"Pavan park,Vighnaharta Nagar, Katraj,Pune",3,Yes
"Newale Vasti, Chikhali,Pune",3,No
"Betal Nagar, Kondhwa,Pune",4,No
"Shikrapur, Pune",3,No
"Sai Ganesh Housing Society,Chakan, Pune",2,Yes
Maharashtra Co-Operative Housing Society,2,No
"Mantra Residency,Chakan, Pune",2,Yes
"Bellagio, Undri,Pune",3,Yes
"Destination Kshitij,Sector No. 3, Bhosari,Pune",3,No
"Sidhivinayak Nagar shikrapur ,Shikrapur, Pune",3,Yes
Pride Kingsbury Phase I,3,No
"Tukaram Nagar, Talegaon Dabhade,Pune",3,Yes
"Loni Kalbhor, Pune",2,Yes
"Tukaram Nagar, Talegaon Dabhade,Pune",3,No
"Trishul Housing Society, Saswad,Pune",2,Yes
"Somwar Peth, Pune",2,No
Enerrgia Skyi Star Towers Phase I,3,No
"Maitri Park ,Hindustan Antibiotics Colony, Pimpri,Pune",2,No
"Sapphire Park,Dadaji Vasti, Lohegaon,Pune",3,Yes
"Bhima koregaon ,Koregaon Bhima, Pune",3,Yes
"Taradatta park saswad,Trishul Housing Society, Saswad,Pune",2,No
"Samruddhi Classic,Shani Nagar, Ambegaon Budruk,Pune",2,Yes
"Auracity,Shikrapur, Pune",2,Yes
"aishwarayah,Fursungi, Pune",2,No
"Sadgurunagar, Bhosari,Pune",2,Yes
"Shankar Kalat Nagar, Wakad,Pune",3,No
"Katrajnagar, Katraj,Pune",3,Yes
"Vighnaharta apartments,Bellagio, Undri,Pune",2,Yes
"Vighnaharta apartments,Bellagio, Undri,Pune",2,No
Bafna Raj Basera,2,No
"Bhukum, Pune",2,Yes
"Rakshak Nagar, Kharadi,Pune",2,Yes
Shree Oshiya Residency,2,Yes
"Kute Nandanvan,Chakan, Pune",2,Yes
"Manohar Dangat Estate,Dangat Vasti, Shivane,Pune",2,No
"Manjari Budruk, Pune",3,Yes
"Namrata Eco Valley,Tukaram Nagar, Talegaon Dabhade,Pune",2,No
"Sai shrushti aangan,Nehru Nagar, Pimpri,Pune",2,No
"Magarpatta City, Pune",5,Yes
"Rakshak Nagar, Kharadi,Pune",3,No
"Pradhikaran, Nigdi,Pune",3,No
Skyi First,3,No
Paramount Ozaero Arcade,3,Yes
"Krushna Nagar, Chinchwad,Pune",2,Yes
"Trinity Apartment ,Sector No. 1, Bhosari,Pune",3,Yes
Silver Homes,1,Yes
 Parvati Residency,2,Yes
"Swaraj Nagari, Talegaon Dabhade,Pune",6,No
"Nandadeep Colony, Kalewadi,Pune",3,No
"Shree complex ,Pathare Wasti, Loni Kalbhor,Pune",1,No
"Shruti Homes,Dhayari Village, Dhayari,Pune",1,Yes
"Shaniwar Peth, Pune",5,Yes
 Aishwaryam Hamara Phase II,2,No
"Valley,Ambegaon, Pune",2,No
"Ambegaon, Pune",4,Yes
Enerrgia Skyi Star Towers,3,No
"Standalone,Dighi, Pune",2,Yes
"Wadgaon Budruk, Narhe,Pune",4,Yes
"Karegaon, Pune",2,Yes
 Shobha Park CHS,2,No
"Varad Shri Sankul,Dangat Vasti, Shivane,Pune",2,No
"Fursungi, Pune",3,Yes
"Jadhav Nagar, Vadgaon Budruk,Pune",3,Yes
"Yerawada, Pune",1,Yes
"shiv sai park,Nandadeep Colony, Kalewadi,Pune",1,No
"Hause,Kalewadi, Pune",2,Yes
"Ganga AASHIYANA ,Perugate, Sadashiv Peth,Pune",3,No
 Parvati Classic,3,No
Siddhivinayak Vision Woods 1 Phase III by Siddhivinayak Groups,2,No
"Ganga Vatika,Lonikand, Pune",2,Yes
Goel Ganga Vatika,2,No
"Mauli palace,Kai Arunatai Skharam Devkar Nagar, Pimple Gurav,Pune",1,No
"Dattawadi, Akurdi,Pune",2,Yes
Laxmi Height,2,No
"Fursungi, Pune",3,Yes
"Smruti Apartment,Dhayari Village, Dhayari,Pune",1,Yes
"Vijay Nagar, Dighi,Pune",3,Yes
Rajnandini Complex,2,No
"Bhekrai nagar near dutta mandir near shrada shakari bank,Bhekrai Nagar, Fursungi,Pune",3,Yes
"Chandan Nagar, Pune",3,No
"Yerawada, Pune",2,Yes
Mantra Magic Phase 6,3,No
Maple Aapla Ghar Kirkatwadi,2,No
"Mauli palace,Kai Arunatai Skharam Devkar Nagar, Pimple Gurav,Pune",1,No
"Fursungi, Pune",3,Yes
Chandan Shree Dreams,2,Yes
"Sector No. 3, Bhosari,Pune",3,Yes
Durrani Complex,2,No
"Sobapuram ,Urit Nagar, Warje,Pune",3,No
Maple Aapla Ghar Shikrapur,2,Yes
"Kondhawe-Dhawade, Pune",3,Yes
Siddharth Housing Society,2,Yes
Dhavel Nilayam,3,Yes
"Hingne Budrukh, Karve Nagar,Pune",1,No
Mayuri Infinity,1,Yes
Yukta Co-Op Housing Society ,1,Yes
"Kesnand, Pune",2,No
"Katrajnagar, Katraj,Pune",2,No
"Tanaji Nagar, Ambegaon Pathar,Pune",2,Yes
"Prabharjun ,Pandhari Nagar, Handewadi,Pune",2,Yes
"Manjari Budruk, Pune",3,No
"Shree Sadguru Residency,Dangat Vasti, Shivane,Pune",1,No
"Kondhwa, Pune",2,No
"Kondhwa, Pune",3,No
"Kalepadal,Kale Padal, Hadapsar,Pune",3,Yes
Sadguru Darshan,2,Yes
"Wanwadi, Pune",4,Yes
Madhuban Classic,4,Yes
"Nana Peth, Ganesh Peth,Pune",3,No
"Shriram residency ,Rajgurunagar, Pune",2,Yes
"Jadhav Nagar, Mundhwa,Pune",3,No
"Rakshak Nagar, Kharadi,Pune",2,No
"Jadhav Nagar, Mundhwa,Pune",2,No
"Xrbia Ambi ,Talegaon Dabhade, Pune",1,No
Magic Green City,3,Yes
Trimurti Apartment,2,No
Trimurti Apartment,2,Yes
Matrix Alfa 1,2,Yes
"Om sai park ,Loni Kalbhor, Pune",3,No
"Swapnil ,Loni Kalbhor, Pune",3,No
"Dwarka ,Chakan, Pune",3,No
"Sector No. 3, Bhosari,Pune",1,Yes
"Sector No. 3, Bhosari,Pune",2,Yes
"Shree Hari Niwas ,Madhuban Colony, Old Sangvi,Pune",2,Yes
Amrutwel Apartment,1,No
"Ganesh Peth, Pune",3,Yes
"Uruli Devachi, Pune",3,Yes
Jalan Aura City,2,Yes
"Warje Malwadi, Pune",2,No
"Warje Malwadi, Pune",2,Yes
"Pritam Apartment,Vivek Nagar, Dhankawadi,Pune",1,No
Sai Mega Apartment,2,No
Deshmukh Plaza,1,No
"Chakan, Pune",3,No
"Jadhav Nagar, Vadgaon Budruk,Pune",3,No
"Ganesh shailya park,Powna Nagar, Old Sangvi,Pune",2,Yes
Rama Sita Residency,2,No
Aryan Mayuri Gold Leaf,2,No
"Mania Park Society,Ganesh Nagar, Bopkhel,Pune",3,No
Kohinoor Abhimaan Homes,2,No
"Kondhwa, Pune",1,Yes
Shanti Nagar,5,Yes
"Kumar Presidency,Koregaon Park, Pune",5,No
Baburao Dhore Bhavan,3,No
"Range Hill Estate, Pune",3,Yes
"Range Hill Estate, Pune",2,Yes
"Range Hill Estate, Pune",3,No
"Pune Okayama Friendship Garden, Dattavadi,Pune",4,Yes
"Lake Town,Katraj, Pune",1,No
"Sairam Residency ,Samarth Nagar, New Sangvi,Pune",3,Yes
Poonam Shivani Heights,1,Yes
"Sai Ram residency ,Samarth Nagar, New Sangvi,Pune",3,No
"Shivneri Nagar, Kondhwa,Pune",3,No
"Ganesh Prtap,Dhayari Village, Dhayari,Pune",1,No
Mangalya Apartment,2,No
"Vijay Nagar, Dighi,Pune",3,No
Needam,2,Yes
"Vadar Wadi, Vishrantwadi,Pune",3,Yes
Sanghavi Paradise A Building,3,Yes
"Amarendra ,Jambhe, Pune",3,No
Shanti Nagar Society,2,No
"APAL GHAR SANSWADI,Sanaswadi, Pune",2,Yes
"Samarth CHS,Ambegaon, Pune",2,No
"Shivraj Nagar, Bibwewadi,Pune",4,Yes
"Sidhivinayak Society,Jambhulwadi, Pune",2,Yes
"Chaitanya Nagar, Kothrud,Pune",2,Yes
Ganesh Plaza,2,Yes
"Mannat Garden D Wing,Meera Nagar, Koregaon Park,Pune",2,No
Neeta Apartment ,3,No
Unicon Nakshatra,2,Yes
"Sadashiv Peth, Pune",1,Yes
"Tukai Nagar, Vadgaon Budruk,Pune",2,No
"Samarth society,Jambhulwadi, Pune",2,Yes
"Hingane Home Colony, Karve Nagar,Pune",4,Yes
Yogesh Gandharva Nagari Phase II Project II G 12,2,No
"Shahunagar, Chinchwad,Pune",3,Yes
"Mohan Nagar, Dhankawadi,Pune",4,Yes
"Alandi, Pune",2,Yes
"Sr no 53 Near dreams aakruti Hadapsar,Hadapsar Gaon, Hadapsar,Pune",3,No
Xrbia Riverfront,1,No
"Talegaon Dhamdhere, Pune",2,Yes
"Ranjangaon, Pune",2,Yes
"Ambarwet, Pirangut,Pune",1,Yes
"Laxmi heights pimple gurav,Laxmi Nagar, Pimple Gurav,Pune",3,No
"Sainath Colony, Old Sangvi,Pune",2,Yes
"Kondhwa, Pune",3,No
"Dhanori, Pune",3,No
"Audumber apt,Perugate, Sadashiv Peth,Pune",3,No
Aple Ghar,2,No
"Sarva Dharam CHS,Yerawada, Pune",1,No
"Gandharva Nagari,Tupe Vasti, Moshi,Pune",2,Yes
Kundan Kushal Nagar,3,Yes
Mahalaxmi Unicon Nivasa Part 1,1,No
DR Gavhane DR Gavhane Ramnagari,1,Yes
Maple Aapla Ghar Lonikand,2,Yes
Godrej 24,3,No
"Katrajnagar, Katraj,Pune",2,Yes
"Manjari Budruk, Pune",3,Yes
"Jagannath appartment ,Bhawadi, Pune",2,Yes
"Vighnaharta Nagar, Katraj,Pune",3,No
 Sonal Ajmera CHS,1,Yes
"Chovisawadi, Charholi Budruk,Pune",3,No
Saarrthi Swadesh,2,Yes
"Ayesha Complex Rasta Peth,Rasta Peth, Pune",2,Yes
"Sainikwadi, Wadgaon Sheri,Pune",3,No
"Dhanori, Pune",3,Yes
"Ayesha Complex,Rasta Peth, Pune",2,No
Radhika Heights,1,Yes
Aaradhya Infra Aaradhya,2,Yes
"Shreyas Plaza,Otur, Pune",2,Yes
"Shani Nagar, Ambegaon Budruk,Pune",2,Yes
"Dighi, Pune",2,No
Laxmi Heritage,3,No
"lakefront,Uruli Kanchan, Pune",3,Yes
"    Madhurangan Apartment ,Ambegaon, Pune",2,Yes
"Rajgurunagar, Pune",1,No
"Chakan, Pune",3,No
" bhagyashree apartment,Wadegaon, Pune",4,Yes
"Shiv Ganga Heights,Ambegaon, Pune",2,Yes
"Rundavan society,Mangadewadi, Pune",2,Yes
"Hemkunj Apartment,Mukund Nagar, Pune",2,Yes
"Dhanori, Pune",3,Yes
"Uday Baug, Ghorpadi,Pune",3,Yes
"Vishwagiri Apartment,Perugate, Sadashiv Peth,Pune",3,Yes
"Manjari Budruk, Pune",4,Yes
V Uptown,3,Yes
V Uptown,3,Yes
Kakade Kothrud Baug A4 B1,3,No
"Laxmi Silver Park kondhwe Dhawade,Kondhawe-Dhawade, Pune",2,No
Akshay Villa,1,Yes
Sri Panchimi Apartment,2,Yes
"Haardhik Vandan ,Baramati, Pune",2,No
"Dhanori, Pune",3,No
Soham Apartment,1,No
"Milind Nagar, Vadgaon,Pune",6,No
"Dhanori, Pune",1,Yes
"Dhanori, Pune",3,Yes
"Prem complex,Subhash Nagar, Shukrawar Peth,Pune",2,Yes
Sai Sankul,2,Yes
"Chinchwad, Pune",2,No
Unicorn Sai Sankul,2,No
"Rao Saheb ,Lavale, Pirangut,Pune",1,Yes
Mantra Residency Phase 01,2,Yes
"Rajgurunagar, Pune",2,No
"Uruli Kanchan, Pune",1,Yes
Vimal Datta Heritage,2,Yes
Pune Emerald Bay by Pune Projects LLP	,2,No
"Buona,Milind Nagar, Vadgaon,Pune",2,No
"Benkar Nagar, Dhayari,Pune",3,Yes
Eiffel City,3,No
Eiffel City,3,No
"Indrayani Nagar Sector 2, Bhosari,Pune",3,Yes
"Chaitanya Park Indrayani Nagar Bhosari,Sector No. 1, Bhosari,Pune",3,No
"Khadki, Pune",2,Yes
Sanjay Vaishnavi Complex,3,Yes
"Karegaon, Pune",2,No
Siddharth Nagar,1,Yes
Punyai park,2,Yes
Bhandari Aakanksha I and II,2,Yes
"Shree Swapna Nagari,Chakan, Pune",3,Yes
Ganesh Gods County,2,Yes
"Bhim Nagar, Moshi,Pune",3,No
"Jalochi, Pune",3,Yes
"Madhuban society,Sainath Colony, Old Sangvi,Pune",2,No
"Subhash Nagar, Shukrawar Peth,Pune",1,No
"Panchratna Complex ,Manchar, Pune",2,No
"Subhash Nagar, Shukrawar Peth,Pune",1,Yes
Laxmi nivas,1,Yes
"Sankruti aangan shitole  vasti road Kolwadi ,Kolwadi, Pune",3,Yes
"Shirur, Pune",2,Yes
Shree Swami Samarth,2,No
"Rajgurunagar, Pune",2,No
"Perugate, Sadashiv Peth,Pune",1,Yes
Shriniwas Apartment,3,Yes
"Sonai height,Uttam Nagar, Pune",1,Yes
"Kanhe, Pune",2,No
"Nakshatra ,Koregaon Bhima, Pune",2,No
"Nakhate Vasti, Rahatani,Pune",2,Yes
"Trishul Housing Society, Saswad,Pune",2,No
Pride Purple Park Springs,2,No
"Unicorn Nakshtra,Koregaon Bhima, Pune",2,No
Sukhakarta Apartment,1,Yes
"Yerawada, Pune",2,No
Jeevan Building,3,No
"Chinchwad, Pune",3,Yes
"Somatane, Pune",3,No
"Tupe Vasti, Moshi,Pune",2,Yes
"Katrajnagar, Katraj,Pune",5,Yes
"Sortapoadi malawadi,Uruli Kanchan, Pune",3,Yes
"Ramkrupa Apartments,Narayan Peth, Pune",1,No
Xrbia Hinjewadi Road,2,Yes
"Katrajnagar, Katraj,Pune",3,Yes
"Shreeji Constructions,Talegaon Dabhade, Pune",2,Yes
"Keshav Nagar, Pune",3,Yes
"Nandadeep Colony, Kalewadi,Pune",2,Yes
Maya Nagari,1,Yes
Kundan Kushal Nagar,2,Yes
"Ravet, Pune",1,Yes
"Dangat Vasti, Shivane,Pune",2,Yes
"Suman Srushti,Gurudatta Nagar, Fursungi,Pune",2,No
Radhika Apartment,2,No
"Meet Nagar, Saboli,New Delhi",2,No
Mahadev Floors 2,3,Yes
"Skylark Apart,Ghazipur Village, Gazipur,New Delhi",3,No
"Shiv Ganga,Bhagwati Garden, Dwarka Mor,New Delhi",3,No
"Shivani Enclave, Tara Nagar,New Delhi",2,No
 RWA Dilshad Colony Block E Markets WA,3,No
"West End Greens, Rangpuri,New Delhi",4,Yes
"Rajpur Khurd Village, Chhattarpur,New Delhi",3,Yes
"Sector 5C, Sector 5 Rohini,New Delhi",4,Yes
Sunrise Apartment,3,No
"Rajpur Khurd Village, Chhattarpur,New Delhi",3,No
"sector 27 Dwarka Bijwasan,Nayak Pura, Bijwasan,New Delhi",3,Yes
Shankar Apartments,3,No
"Sidhi vinayak apartments ,Nai Basti, Mehrauli,New Delhi",2,No
Savera Appartments,3,Yes
"Naraina Village, Naraina,New Delhi",3,No
CGHS Sita Apartments,3,Yes
"DLF Capital Greens,Karampura Industrial Area, Karampura,New Delhi",1,No
 Tarun Vihar Apartments,3,No
"bhagat singh collage ,Chirag Dilli, New Delhi",2,No
"Shri Ganpati Appartment ,Uttam nagar west, Uttam Nagar,New Delhi",2,No
"Lajpatnagar2,Lajpat Nagar III, Lajpat Nagar,New Delhi",3,No
" Aravali Apartments,Alaknanda, New Delhi",3,No
"ganeshpura  trinagar   delhi ,Tri Nagar, New Delhi",3,Yes
Pundrik Vihar,3,Yes
"Him Vihar Apartment,Block F, Patparganj,New Delhi",3,Yes
"yamuna sadan,Vishwakarma Colony, Pul Prahlad Pur,New Delhi",3,Yes
Indraprastha Apartments,3,Yes
 Builder,5,Yes
"Garg Apartment ,Badarpur Village, Badarpur,New Delhi",2,No
"Mohan Garden, Dwarka Mor,New Delhi",2,Yes
" Sector 2 Rohini, New Delhi",2,No
Mangal Apartment,3,Yes
"Shaheen Bagh, Jamia Nagar,New Delhi",2,No
Sukhdev Vihar Pocket A,3,No
Red MIG Flats,3,Yes
DDA SFS,4,Yes
Indraprastha Apartments,3,No
Vikas Sheel Apartments,3,Yes
"jaidev park,East Punjabi Bagh, Punjabi Bagh,New Delhi",1,Yes
Singh Govindpuri - 1,2,Yes
"Sector 18 Rohini, New Delhi",2,Yes
Partap Builder Floors,2,Yes
"Vindhya Sri Apartments,Burari Garhi, Burari,New Delhi",3,Yes
"Ganesha Apartments,Uttam nagar west, Uttam Nagar,New Delhi",2,No
"Kaushalya Nivas pocket f22,Sector 3B, Sector 3 Rohini,New Delhi",4,Yes
Vijay Vihar,3,No
Balco Apartment,3,No
Indraprastha Apartments,3,No
"ambica vihar, Paschim Vihar,New Delhi",3,No
Vinayak Apartment,2,No
"Palam, New Delhi",3,Yes
Sector A Pocket B&c,3,Yes
Sarvahit Apartments,3,Yes
Himgiri Apartments,4,Yes
"Pocket 5, Mayur Vihar Phase 1,New Delhi",3,No
"West Patel Nagar, Patel Nagar,New Delhi",3,Yes
"upperground ,Mohan Garden, Dwarka Mor,New Delhi",3,No
CGHS Joy Apartment,3,Yes
"Bhalsawa Diary, Bhalswa,New Delhi",1,Yes
"JVTS Gargen,Chhattarpur Extension, Chhattarpur,New Delhi",1,No
"Vandana Vihar, Nangloi,New Delhi",3,No
DDA Flats Vasant Kunj,3,Yes
"Shiv Ganga,Bhagwati Garden, Dwarka Mor,New Delhi",3,Yes
"Bhagwati Garden, Dwarka Mor,New Delhi",3,No
DLF Capital Greens Phase 1 And 2,3,Yes
Vikaspuri Luxury Homes,3,Yes
Paras Dews,3,Yes
Vikas Sheel Apartments,3,No
Shiva Apartment,3,No
"DLF Capital Greens 1 and 2,DLE Industrial Area, Kirti Nagar,New Delhi",4,Yes
" Shri Shyam Apartment,Uttam nagar west, Uttam Nagar,New Delhi",2,Yes
"Ashtvinayaka residency,Mansa Ram Park, New Delhi",2,Yes
"Uttam nagar west, Uttam Nagar,New Delhi",2,Yes
"Mansa Ram Park, New Delhi",2,Yes
"apna awas,Kakraula Village, Sector 16B Dwarka,New Delhi",3,No
Landmark apartment ,3,Yes
Shanti Kunj Apartment,3,Yes
Vaikunth Apartment,2,Yes
"Lks home makeing solutions,Uttam nagar west, Bindapur,New Delhi",2,No
CGHS Agroha Kunj Apartments,3,Yes
Shiva Apartment,3,Yes
"Sector 20 Rohini, New Delhi",2,No
"Agarwal Associates,Uttam nagar west, Uttam Nagar,New Delhi",2,Yes
"Cyber Apartments,Uttam nagar west, Uttam Nagar,New Delhi",2,No
"Sector 25 Rohini, New Delhi",3,Yes
Baba Banda Bahadur Apartment,3,Yes
Sanskirti Apartment,2,No
Sweet Home Apartments,3,No
"Old Rajap,Uttam nagar west, Uttam Nagar,New Delhi",3,Yes
Sangam Apartments,3,No
"Divya Jyoti Apartments,Sector 19 Rohini, New Delhi",3,Yes
"Uttam Nagar,Om Vihar, Hastsal,New Delhi",1,No
"Rama Apartment ,Sector 12 Dwarka, New Delhi",3,No
Anil Suri Group Jhulelal Apartment,3,Yes
"Classic Apartments,Sector 12 Dwarka, New Delhi",4,Yes
"Classic Apartments,Sector 12 Dwarka, New Delhi",2,Yes
"Sector 7F, Sector 7 Rohini,New Delhi",3,No
"gaur hous,Mangalpuri I, Palam,New Delhi",3,No
"Om Vihar, Hastsal,New Delhi",2,Yes
S Block ,3,Yes
"F-152/10,Chhattarpur, New Delhi",2,Yes
Alaknanda Apartment,3,Yes
Classic Apartment,4,Yes
Classic Apartment,3,No
Gyandeep Apartments,3,Yes
Block KD Dakshini Pitampura,3,No
Sristhi Apartment,3,Yes
"RBI colony, Paschim Vihar,New Delhi",3,Yes
"Mansa Ram Park, New Delhi",2,No
Adarsh Apartment,2,No
"Dilshad Colony New Simapuri, Dilshad Garden,New Delhi",3,No
"Shri Shyam Apartments ,Uttam nagar west, Uttam Nagar,New Delhi",5,No
"A1 Birla chatterpur ,Chhattarpur Extension, Chhattarpur,New Delhi",3,Yes
Classic Apartment,3,Yes
"Adarsh Nagar, Bindapur,New Delhi",3,Yes
"Mangalpuri I, Palam,New Delhi",2,No
"Mangalpuri I, Palam,New Delhi",2,No
Jai Shri Balaji New Manglapuri,5,Yes
DDA Janta Flats,1,Yes
"Mangalpuri I, Palam,New Delhi",2,No
"A 108,Bagdola, Sector 8 Dwarka,New Delhi",2,Yes
"West Sant Nagar, Burari,New Delhi",2,Yes
"Classic Apartments CGHS,Sector 12 Dwarka, New Delhi",3,Yes
"Mata chowk,Rajpur Khurd Village, Chhattarpur,New Delhi",2,Yes
"Block AG1,AK Market, Vikaspuri,New Delhi",3,Yes
CGHS Gayatri Apartments,5,Yes
"Classic Apartments CGHS,Sector 12 Dwarka, New Delhi",4,Yes
"Classic Apartments CGHS,Sector 12 Dwarka, New Delhi",1,Yes
"Vijay Vihar Phase II, Sector 4 Rohini,New Delhi",2,No
DDA Flats Mayur Vihar Phase 1,3,Yes
Classic Apartment,3,Yes
Savarkar Apartments,2,No
"Sector 7B, Sector 7 Rohini,New Delhi",2,No
"Nai Basti, Mehrauli,New Delhi",3,Yes
"Gupta Properties,Mohan Garden, Razapur Khurd,New Delhi",2,Yes
New Balaji Apartment,2,No
Classic Apartment,4,Yes
Classic Apartment,3,Yes
Classic Apartment,4,Yes
"Nai Basti, Mehrauli,New Delhi",3,Yes
The Gambhir s Residency,2,Yes
"Nai Basti, Mehrauli,New Delhi",3,Yes
Classic Apartment,4,Yes
Classic Apartment,4,Yes
Classic Apartment,3,Yes
"DDA housing scheme ,Palam Extension, Sector 7 Dwarka,New Delhi",3,Yes
Mangal Apartment,3,No
City Apartment,3,No
Classic Apartment,3,Yes
"Rwa santosh park ,Uttam nagar west, Bindapur,New Delhi",2,Yes
Suvidha Apartment,3,No
"Aadi Apartment,Mahavir Vihar, Sector 1 Dwarka,New Delhi",2,Yes
"Mahavir Enclave Part 1, Mahavir Enclave,New Delhi",3,Yes
CGHS Agroha Kunj Apartments,3,No
Classic Apartment,4,Yes
"Sewak Park, New Delhi",3,No
Shalimar Apartment BW Block,3,Yes
Metro View Apartment,3,Yes
White House Apartments,3,No
 RWA Chanderpriya Apartments,3,Yes
Classic Apartment,4,Yes
Classic Apartment,4,Yes
"Shri Ganesh Apartments,Raj Nagar, Palam,New Delhi",3,Yes
Kiran Garden,3,No
"Zaildar Enclave, Dwarka Mor,New Delhi",3,Yes
DLF  Apartment,3,Yes
"Uttam nagar west, Uttam Nagar,New Delhi",2,No
"Uttam nagar west, Uttam Nagar,New Delhi",3,Yes
Sector 7 Jasola Vihar RWA,3,Yes
"Uttam nagar west, Uttam Nagar,New Delhi",3,Yes
"Kakraula Village, Sector 16B Dwarka,New Delhi",3,No
"Kakraula Village, Sector 16B Dwarka,New Delhi",2,No
"Ganesh appertment,Nai Basti, Mehrauli,New Delhi",2,No
Classic Apartment,4,Yes
"Mehrauli, New Delhi",2,Yes
 Muskaan Apartment,2,Yes
"Classic Apartments CGHS,Sector 12 Dwarka, New Delhi",3,Yes
"Chhattarpur Extension, Chhattarpur,New Delhi",2,Yes
Monika Apartment,2,Yes
CGHS Celestial Heights,5,Yes
"Sector 24 Rohini, New Delhi",2,No
 Manav Vihar Apartments,3,No
"Earth buildtech ,Nai Basti, Mehrauli,New Delhi",3,Yes
"Kalkaji,Block K, Kalkaji Extension,New Delhi",3,Yes
"Radhe Krishna Apartment,Sector 3 Dwarka, New Delhi",1,No
"Sector 17 Dwarka, New Delhi",2,No
DDA Janta Flat,1,Yes
"Sector 17 Dwarka, New Delhi",2,No
"Pocket 7, Jasola,New Delhi",3,No
"Rwa santosh park uttam nagar,Uttam nagar west, Bindapur,New Delhi",2,No
Soochana Apartments,3,Yes
Shree Awas Apartment,3,No
Shree Awas Apartment,3,No
Homes Hans Vihar Apartment,3,No
"Sai Heritage ,Sector 15 Dwarka, New Delhi",3,No
Triveni Apartments,2,No
"Sector 23 Rohini , New Delhi",2,Yes
"Block 12, Ashok Nagar,New Delhi",3,Yes
"RS Builders,New Sarup Nagar, Bhalswa,New Delhi",2,No
"Raj Nagar, Palam,New Delhi",2,No
"Vrindavan apartment vipin garden ,Vipin Garden, Dwarka Mor,New Delhi",3,No
"Part 1, Mayur Vihar,New Delhi",3,Yes
"Tagore Garden, Tagore Garden Extension,New Delhi",3,No
"Sector 15C, Sector 15 Rohini,New Delhi",3,Yes
DDA LIG FLATS,1,Yes
DDA LIG FLATS,1,No
"Sector 23 Rohini , New Delhi",2,No
"Fatehpur Beri, New Delhi",2,Yes
"Fatehpur Beri, New Delhi",2,No
"Ramesh Park, Laxmi Nagar,New Delhi",5,Yes
"NIrman Vihar, Preet Vihar,New Delhi",3,Yes
Sun City Apartment,3,Yes
"Jamia Nagar, New Delhi",3,Yes
"mohan garden,Mohan Garden, Razapur Khurd,New Delhi",2,No
DDA Flats,3,No
"CGHS Welcome ,Sewak Park, New Delhi",4,Yes
"Naraina Vihar, Naraina,New Delhi",3,Yes
Studio Apartment,5,No
"Wazirabad, New Delhi",2,No
"Jhulelal Apartment,Gadaipur, DLF Farms,New Delhi",3,Yes
