Name,Baths,Balcony
Amirtham Flats,2,No
"Kamaraj Nagar, Choolaimedu,Chennai",4,Yes
"SRI LAXMI ,MGR Nagar, Nesapakkam,Chennai",2,No
CasaGrand Sereno,3,Yes
"Krishna colony anna nagar east,Block I, Annanagar East,Chennai",2,No
Palace Sai Damodhara,3,No
"Suriyammapet, Saidapet,Chennai",4,Yes
DHANYA FLATS,3,No
DABC Orchid,3,No
"Thirumangalam, Anna Nagar West,Chennai",3,No
Madeena Anira Apartment,3,No
"Kovalam, Chennai",4,Yes
"Manikantan,Udaya Nagar Extension, Porur,Chennai",2,No
"Swagatham Apartments,Nungambakkam, Chennai",3,Yes
"Akash Flat ,Rose Nagar, Kovilambakkam,Chennai",3,Yes
"KK Nagar, Mangadu,Chennai",3,No
"Normal fla,Manthope Colony, Ashok Nagar,Chennai",3,Yes
Casagrand Crescendo,2,Yes
Casagrand Zenith,3,Yes
Vijay Shanthi Lotus Pond,3,No
"BRICS CONSTRUCTION,JAK Nagar, Thirumullaivoyal,Chennai",3,Yes
Tens Oak Tree Apartments,2,Yes
"Alandur, Chennai",2,No
"Balakrishna nivas,Subhash Nagar, Chromepet,Chennai",3,Yes
"Varsha homes ,KK Nagar, Mangadu,Chennai",3,No
"Thirumudivakkam, Chennai",3,No
Sakthi Flats,2,Yes
Ceebros Shyamala Gardens,3,Yes
"Iyyappanthangal, Chennai",2,Yes
Akshaya January,3,Yes
"Vista Avenues,Velachery, Chennai",3,Yes
Radiance Empire,3,Yes
"Villa shakunta,Guduvancheri, Chennai",3,No
Kgeyes Samyuktha,3,No
"BRICS CONSTRUCTION,Ambattur, Chennai",3,No
ARRR's Pavithram,3,No
Steps Stone Aksharas,3,No
SIS Meridian by South India Shelters ,3,No
"Preetha,Velachery, Chennai",3,No
Nakshatra Apartment,2,No
"BRICS CONSTRUCTION,Ambattur, Chennai",3,Yes
"Brindhavan apartment Mazhilam street Chakrapani nagar ,Sakthi Avenue, Gerugambakkam,Chennai",2,Yes
"Temple bay apartmrnt,Pudupakkam, Chennai",3,No
"Velachery, Chennai",4,Yes
"Nanmangalam, Chennai",3,No
"Mahavir subiksha,Ranganathapuram, Medavakkam,Chennai",3,No
Dream Veppampattu Villas,3,No
Rajparis Crystal Spring,3,Yes
"Sathyam Homes Pvt Ltd,Hastinapuram, Chromepet,Chennai",3,No
"Pavithram,Annai Indra Nagar, West Tambaram,Chennai",2,Yes
Dream Veppampattu Villas,3,No
"Sabari arul,Rajakilpakkam, Chennai",3,Yes
"Vinoth valentine state bank officers colony,Jamaliya Nagar, Perambur,Chennai",2,Yes
"sunitha ,Pallikaranai, Chennai",2,No
"Ekkatuthangal, Chennai",4,Yes
Sri Manishaa Green Garden,3,Yes
"Adithyaa Apartment,Pallikaranai, Chennai",3,No
Casa Grande Miro,3,No
"Mangala Nagar, Porur,Chennai",2,No
"Santhosapuram, Medavakkam,Chennai",3,No
"Srirams Haritha,Pallikaranai, Chennai",3,Yes
"Apartment  Tambaram,Tambaram East, Chennai",3,No
"Madambakkam, Chennai",3,No
Pacifica Happiness Towers,3,No
"Panchayat Colony, Pammal,Chennai",2,Yes
"Padma tower apartments ,Shakthi Nagar, Kodambakkam,Chennai",3,No
"GOOD SIGN,Andal Nagar, Adambakkam,Chennai",3,No
"Nithya palace Ayansvaram,Chinna Chembarambakkam, Ayanavaram,Chennai",2,No
"Narmada Constructions,Anthony Nagar, Kolathur,Chennai",3,Yes
Anandam Apartments,3,No
"Lakshmi nivas I,Agaramthen, Chennai",3,Yes
"Vistas,Andal Nagar, Adambakkam,Chennai",3,Yes
Annai Flats,2,Yes
Kcs Dharshans Flats,3,Yes
Jayam Flats,2,Yes
"Peerakankaranai, Chennai",3,No
"Peerakankaranai, Chennai",3,No
"Peerakankaranai, Chennai",3,No
Ashok Manor Ruby Builders,3,No
"Snigdha Suralaya,Ram Nagar, Madipakkam,Chennai",3,Yes
"Indian Flats,Tiru Vi Ka Nagar, Perambur,Chennai",3,No
"Southern Foundation,Tiruvenkadam Nagar, Ambattur,Chennai",2,No
sree homes,3,Yes
"Unamancheri, Chennai",2,No
"Adayalampet, Maduravoyal,Chennai",3,Yes
"SBI Staff Colony, Arumbakkam,Chennai",3,Yes
"Gomathipuram, Thirunindravur,Chennai",2,Yes
VGP Gokul Nagar by Invicon Properties,3,Yes
VGP Gokul Nagar by Invicon Properties,3,No
"arun excello,Gandhi Nagar, Oragadam Ambattur,Chennai",3,No
"Brics ambattur ,Ambattur, Chennai",3,No
"Brics ambattur ,Ambattur, Chennai",3,Yes
"Santhi Nagar, Chengalpattu,Chennai",2,Yes
Guru Enclave,2,No
"Block I, Annanagar East,Chennai",3,No
Dream Veppampattu Villas,3,Yes
"Goodsign,Kamakoti Nagar, Pallikaranai,Chennai",2,No
Thilaga Thilaga Homes,3,Yes
Dream Veppampattu Villas,3,No
"Mithila Caslte,Rajakilpakkam, Chennai",3,No
"Surabhi flats,Perungalathur, Chennai",2,No
Radiance Empire,3,Yes
"Jmr flats,Korattur Tank, Korattur,Chennai",2,No
Casagrand ECR 14,3,Yes
"Kumananchavadi, Chennai",3,Yes
"Sreenivas Apartment Pallikaranai,Kaietha Milleth Nagar, Pallikaranai,Chennai",2,Yes
"Veppampattu, Chennai",3,Yes
Project Nolambur,3,No
"MCKR constructions,Shiridi Sai Nagar, Poonamallee,Chennai",3,No
Pearl Elegance,3,Yes
"pks sai,Rajakilpakkam, Chennai",3,No
"CCC TOWERS SOUNDARAJAN STREET,Parthasarathy Puram, T Nagar,Chennai",2,Yes
"adityasu,Santhosapuram, Medavakkam,Chennai",3,No
RC Westminister Apartments,3,Yes
Shiyam Thirth,2,Yes
Plaza Serene Acres by Plaza Group,3,No
"Saara Garden,Vijaya Gardens, Valasaravakkam,Chennai",3,Yes
"Mangala apartment,Sadasivam Nagar, Madipakkam,Chennai",2,Yes
Ganapathy Apartments,3,Yes
"Saraswathi Nagar, Neelankarai,Chennai",3,No
Prince Apartments,2,No
"Nammalwarpet, Ayanavaram,Chennai",6,Yes
"Urapakkam, Chennai",3,No
"Urapakkam, Chennai",3,No
RC Westminister Apartments,3,Yes
 Reliance Apartment,3,No
Guru Raghavendra Nagar,3,No
"anandan apartments,Parthasarathy Puram, T Nagar,Chennai",1,Yes
"Sri Ganesh Construction ,Kamakshi Nagar, Anakaputhur,Chennai",3,Yes
"SMS flat ashok pillar,VSM Garden, Jafferkhanpet,Chennai",2,Yes
"Sri Ram Nagar, Alwarpet,Chennai",3,No
"Bagya Enclave,Nanmangalam, Chennai",3,No
"Breeze,Jamaliya Nagar, Perambur,Chennai",3,Yes
Arihant Panache,3,No
Sugam Apartments,2,Yes
"SHREE LAKSMI VILLA,Luz, Mylapore,Chennai",3,No
Venus Nest Apartments by Venus Foundations Pvt Ltd,3,No
"Kumananchavadi, Chennai",2,No
"Sembiyan, Perambur,Chennai",5,Yes
Parasurama,3,No
EPA Pacific City,3,Yes
Indira Ekkaduthangal by Indira Foundations (P) Ltd,4,Yes
Casagrand Cherry Pick,2,No
"Choolaimedu, Chennai",4,Yes
"Royal Villa Metro Owners near VGN Krona,Sakthi Avenue, Gerugambakkam,Chennai",3,No
Home Finders Estate,3,Yes
"Perumalpattu, Chennai",2,Yes
"Metro Star City ,Manikandan Nagar, Thiruneermalai,Chennai",3,Yes
"Vigneshwara Nagar, Tharapakkam,Chennai",2,Yes
GKR Subratheebam Enclave by GKR Builders,2,No
Kaaviya Garden Dream Homes,2,Yes
Prince Village,3,Yes
Vijay Shanthi Lotus Pond,3,No
Pbel City,3,No
"BARACA ,Venkatasamy Nagar, Shenoy Nagar,Chennai",3,Yes
"Singaperumal Koil, Chennai",3,No
Jubliee Residences,1,Yes
"Veppampattu, Chennai",3,No
Radiance Shine,2,No
Sathiya Homes,3,No
RC-ENCLAVE,2,No
"Karayanchavadi ,Karayanchavadi, Chennai",2,Yes
"Kumananchavadi ,Karayanchavadi, Chennai",2,Yes
"Muttukadu, Chennai",5,Yes
"Abdul kalam nagar bharathiyar street cowl bazar,Meenambakkam, Chennai",2,Yes
Marg Pushpadruma,3,No
"Sakal Apartment ,Saraswathi Nagar, Neelankarai,Chennai",3,Yes
"Saraswathi Nagar, Neelankarai,Chennai",3,No
"Sriram Nagar, Ramapuram,Chennai",2,No
Rams Mahalingapuram Apartment,3,No
"mahalakshmi,Mylapore, Chennai",2,Yes
Arun Excello Temple Green Integrated Residential Township by Arun Excello Homes Pvt Ltd,3,Yes
"Avadi, Chennai",4,Yes
"Jayalalitha Nagar, Mogappair,Chennai",3,Yes
"D-Sector, Anna Nagar West Extension,Chennai",3,Yes
Abhinav Kailash,3,Yes
"KRISHNA HOMES,Yeswanth Nagar, Madambakkam,Chennai",2,Yes
"Stepsstone ,Varadharajapuram, Chennai",3,Yes
"Sri Varaha Apartment,Thirunagar, Jafferkhanpet,Chennai",3,No
"Sri Kapaleeswarar Nagar, Neelankarai,Chennai",3,No
 TNHB Hig Flat,2,No
"Mookambigai Nagar, Kovur,Chennai",3,Yes
"Thirumullaivoyal, Chennai",3,Yes
"Shakthi Nagar, Kodambakkam,Chennai",4,Yes
"Rangarajapuram, Kodambakkam,Chennai",6,Yes
Sare Dewy Terraces,2,Yes
Mahindra Iris Court,2,Yes
"Vandalur R.F., Chennai",3,Yes
"Paranur, Chennai",2,Yes
Shriram Shankari,3,No
"Anna Nagar, Chitlapakkam,Chennai",2,No
Casagrand Aristo,2,Yes
" Sri Golden Avenue,Ma. Po. Si. Nagar, Thiruvallur,Chennai",2,Yes
"Suriyammapet, Saidapet,Chennai",4,Yes
S and P Living Spaces,2,Yes
"Baraca Apartments ,Aminjikarai, Chennai",3,No
"Balaji Nagar, Royapettah,Chennai",4,Yes
"Palavakkam, Chennai",2,Yes
"Owners Court Egmore,Mukta Gardens, Chetpet,Chennai",3,No
Venkatesh Sterling Nisarga Apartment by Shree Venkatesh Realty,3,Yes
"Surya Apartments ,Jagannathapuram, Chetpet,Chennai",2,No
Arun Villa Juhu Beach,3,Yes
"Topline construction ,Kamakshi Nagar, Anakaputhur,Chennai",2,No
"Thirunagar, Jafferkhanpet,Chennai",3,Yes
"Thirunagar, Jafferkhanpet,Chennai",3,No
Arihant Garuda,3,Yes
"Vepery, Periyamet,Chennai",1,Yes
Jamals Luxor,3,No
"Sobha Mitr,Pudupakkam, Chennai",2,Yes
Radiance Empire,3,Yes
"SAI KAVINS,Srinivasapuram, Iyyappanthangal,Chennai",1,No
Executive Sevvapet Phase VI,3,No
"VASUVI APARTMENT,Lakshmi Nagar, Moulivakkam,Chennai",2,Yes
TK Jasmine Grove,3,No
"Vijayalakshmi street,Mahalingapuram, Nungambakkam,Chennai",2,No
"Swiss,Vepery, Periyamet,Chennai",3,No
"Annamalai Colony, Saligramam,Chennai",5,Yes
Jain Amrit Kalash,3,Yes
"Jeevan Mitra ,Duraisamy Nagar, Chitlapakkam,Chennai",2,No
"Dharan Singh Colony, Vadapalani,Chennai",5,Yes
"Coimbed market,MMDA Colony, Balavinayagar Nagar,Chennai",3,No
Heritage,3,No
"Jamaliya Nagar, Perambur,Chennai",3,Yes
"Kovalam, Chennai",3,No
"Tiruvancheri, Selaiyur,Chennai",3,No
"Melakottaiyur, Chennai",2,No
TNHB LIG Flats,2,No
"Palavakkam, Chennai",1,Yes
S Gopinath Reva,2,Yes
Hallmark Sapphire,2,No
Lakshmi Apartments,3,Yes
"Adayalampet, Maduravoyal,Chennai",3,No
"Urapakkam, Chennai",3,Yes
"Yeswanth Nagar, Madambakkam,Chennai",3,Yes
"Sampoorna villas,Keerapakkam, Chennai",3,Yes
"Alandur, Chennai",4,Yes
"Palaniappa Nagar, Valasaravakkam,Chennai",2,Yes
"Golden Castle ,Kundrathur, Chennai",2,Yes
Shanthi Colony,3,No
"Kattankulathur, Chennai",4,Yes
"Thiruvallur, Chennai",3,No
"Ma. Po. Si. Nagar, Thiruvallur,Chennai",3,Yes
"Avadi, Chennai",2,No
"Poonjeri Apartment,Salavankuppam, Chennai",2,Yes
"Sathiyamoorthy Nagar, Tiruvottiyur,Chennai",3,Yes
"Guduvancheri, Chennai",3,Yes
Dev Prayag,2,Yes
"maraimalainagar,Vadamelpakkam, Chennai",2,Yes
"Chepauk, Triplicane,Chennai",2,Yes
"Chepauk, Triplicane,Chennai",2,Yes
Arun Excello Compact Homes Triveni,2,Yes
Avigna Celeste,3,Yes
"Ayapakkam, Chennai",3,Yes
"Sholinganallur, Chennai",2,Yes
"Kovalam, Chennai",3,No
"Santhosapuram, Medavakkam,Chennai",3,Yes
"Vengathur, Chennai",3,Yes
"Thirumazhisai, Chennai",2,No
"Kosappur, Chennai",2,No
Arun Excello Triveni,2,Yes
"Guduvancheri, Chennai",3,Yes
"Dharma Nagar, Ayappakkam,Chennai",2,No
"Ma. Po. Si. Nagar, Thiruvallur,Chennai",2,Yes
"Udhayam Nagar, Velachery,Chennai",3,Yes
"Saradapuram, Mylapore,Chennai",3,Yes
"Kadalur, Chennai",2,Yes
Rachana Royal Town,3,Yes
"sree krishna,Nagarjuna Nagar, Kodambakkam,Chennai",3,Yes
"Anika Dream Home,Kayarambedu, Chennai",2,Yes
"Subham Nagar,Perumal Nagar Extension, Old Pallavaram,Chennai",3,Yes
"Priya nagar,Urapakkam, Chennai",3,Yes
"Puliyur Housing Board Scheme,Viswanatha Puram, Kodambakkam,Chennai",5,Yes
"Harmony Villas,Iyyappanthangal, Chennai",3,Yes
"BADMA bloosam avenue,Guduvancheri, Chennai",3,Yes
"Kanchipuram, Chennai",5,Yes
"Kodungaiyur West, Chennai",3,No
"Red Hills, Chennai",3,Yes
"BR Illam,Kondithope, George Town,Chennai",3,Yes
"Avadi, Chennai",3,No
Nataraja Nilayam,3,Yes
"Chengalpattu, Chennai",2,No
"Kanappasamy Nagar, Puzhal,Chennai",3,Yes
"dn homes,Thirumullaivoyal, Chennai",2,No
"Sembiyan, Perambur,Chennai",3,Yes
"MGR Nagar, Mangadu,Chennai",2,No
Dhanalakshmi Nagar by Selva Janaki,2,Yes
"Sadasivam Nagar, Madipakkam,Chennai",5,Yes
"Maraimalai nagar,Singaperumal Koil, Chennai",3,No
"Sakthi Nivas flats,Dharan Singh Colony, Vadapalani,Chennai",2,Yes
"Kattangulathur,SRM Nagar, Kattankulathur,Chennai",4,Yes
"Sri Ranga Flats Garden City,Varadharajapuram, Chennai",3,No
"Guduvancheri, Chennai",3,Yes
"Palaniappa Nagar, Valasaravakkam,Chennai",3,No
"Vinayagapuram ,Mahalakshmi Nagar, Puzhal,Chennai",3,No
Primex Verterra by Primex infrastructure,2,No
"Krishna Nagar, Sriperumbudur,Chennai",1,Yes
"Parthasarathy Puram, T Nagar,Chennai",4,Yes
"Bharat Bhawan,Narayana Krishnaraja Puram, Triplicane,Chennai",2,No
"Saraswathi Nagar, Neelankarai,Chennai",4,Yes
"Avadi, Chennai",2,No
Alta vida,3,No
"Sumugam colony ,VOC Nagar, Pammal,Chennai",3,Yes
ASK Elite Grand City,3,No
"Dunlop Nagar, Veppampattu,Chennai",3,Yes
 Sembakkam,2,No
Aishwarya flats,3,Yes
Dream Veppampattu Villas,2,Yes
"Vijaya Gardens, Valasaravakkam,Chennai",3,Yes
"Guduvancheri, Chennai",3,No
"Madambakkam, Chennai",3,No
SSL Green Park Apartments,2,Yes
"CASTLE 222 APARTMENT,Venkataraman Nagar, Korattur,Chennai",2,No
Rainbow Apartments,2,Yes
"Building Chengalpet,Anna Nagar, Chengalpattu,Chennai",2,Yes
"VILLIYAMBAKKAM ,Palur, Chennai",5,Yes
"Mahalakshmi Nagar, Puzhal,Chennai",6,Yes
"Anna Nagar, Chengalpattu,Chennai",2,Yes
"Maraimalai Nagar, Chennai",1,No
"Akshayam enclave,Kallikuppam, Ambattur,Chennai",2,No
"Vadamelpakkam, Chennai",4,Yes
"Vadamelpakkam, Chennai",2,Yes
Macro Wood Creek County Phase II and III,3,No
"Perumal Nagar Extension, Old Pallavaram,Chennai",6,Yes
"Chepauk, Triplicane,Chennai",2,Yes
"Ponmar, Chennai",3,No
"JV Enterprises,Egmore, Chennai",3,Yes
"Sankarapuram, Sithalapakkam,Chennai",5,Yes
"Guduvancheri, Chennai",3,No
"Guduvancheri, Chennai",3,Yes
"Anna Enclave, Injambakkam,Chennai",3,Yes
"Pudumanaikuppam, Old Washermanpet,Chennai",2,Yes
"SBIOA Ue,Mambakkam, Chennai",3,No
Techcons Blue Alpha,2,No
VGN Dynasty,2,Yes
Abirami,2,Yes
CasaGrand The Address,4,Yes
Mahindra Happinest Block B,2,Yes
Mahindra Happinest,2,No
Vetrivel Avenue,3,No
"Urapakkam, Chennai",3,Yes
"Kosappur, Chennai",4,No
Kishore Srinivas Castle,2,Yes
"Water Front,Kovalam, Chennai",4,Yes
"VOC Nagar, Pammal,Chennai",3,No
"Chinna Chembarambakkam, Ayanavaram,Chennai",5,Yes
"Padappai, Chennai",3,Yes
"Chinna Chembarambakkam, Ayanavaram,Chennai",2,No
"Citadel ,Patel Nagar, West Tambaram,Chennai",3,No
"GK AVENUE,Maraimalai Nagar, Chennai",3,No
"Avadi, Chennai",3,No
"Minjur, Chennai",3,Yes
"brand,Periyar Nagar, Chromepet,Chennai",2,Yes
"Puzhal, Chennai",4,Yes
Dolly Sharon Elite,2,No
"Rajaji Nagar Extention, Madipakkam,Chennai",2,Yes
"Vayalur, Chennai",3,Yes
"Ranganathapuram, Medavakkam,Chennai",3,Yes
"Villivakkam, Chennai",2,Yes
Mahindra Lifespaces Aqualilly Flexi Homes,2,Yes
Urban Tree Oxygen,2,No
"Panneer Nagar, Mogappair,Chennai",4,Yes
Arun Excello Saranga,2,No
"Manali, Chennai",5,Yes
"Villivalam, Chennai",4,Yes
"shabeels,Venkata Rathinam Nagar, Adyar,Chennai",3,No
"Padmavathy Nagar, Velachery,Chennai",4,Yes
"Jamaliya Nagar, Perambur,Chennai",3,Yes
"Tirusulam, Chennai",2,No
Mahindra Happinest,2,Yes
"Ayapakkam, Chennai",3,No
"TATA Santorini,Kuthambakkam, Chennai",3,Yes
"Ganapathi Nagar, Vanagaram ,Chennai",2,Yes
CEE DEE YES,3,Yes
"Raghavendra Apartments ,Chepauk, Triplicane,Chennai",2,Yes
"Mogappair, Chennai",3,Yes
JS Guduvancherry KJ Nagar,2,No
CEE DEE YES,3,Yes
"Thaiyur, Chennai",3,No
"Somangalam, Chennai",4,Yes
"Natesan Nagar, Madhavaram,Chennai",3,Yes
Urban Tree Oxygen,2,No
Casagrand Bellissimo,3,Yes
"Vayalur, Chennai",3,No
"Salavankuppam, Chennai",2,Yes
"Maraimalai Nagar, Chennai",3,No
"Maraimalai Nagar, Chennai",3,No
"Agaramthen, Chennai",3,Yes
"Chepauk, Triplicane,Chennai",1,Yes
TNHB Ayapakkam HIG Block 1,2,Yes
SVVD Thistle,2,Yes
"Mogappair Eri Scheme, Mogappair,Chennai",3,Yes
Enlight,2,No
Elite Pride,3,No
"Dharma Nagar, Ayappakkam,Chennai",2,No
"Poonamallee, Chennai",5,Yes
"Sai Ganesh Nagar, Jalladian Pet,Chennai",2,Yes
VGN Southern Avenue,2,Yes
"Tiru Vi Ka Nagar, Perambur,Chennai",3,No
"Minjur, Chennai",3,Yes
"Ambattur, Chennai",4,Yes
"Anna Nagar, Chengalpattu,Chennai",3,Yes
Apex Ford City,3,No
"Vicky construction,Vengaivasal, Medavakkam,Chennai",3,Yes
"Iyyapa Nagar, Chennai",3,No
Real Earth Aksharam by Real Earth Properties,3,No
annai avalon,1,Yes
"Maraimalai Nagar, Chennai",3,Yes
"Palanthandalam,Pazhanthandalam, Chennai",2,Yes
"Jagannatha Nagar, Arumbakkam,Chennai",3,No
"Ma. Po. Si. Nagar, Thiruvallur,Chennai",3,No
"Guru Swamy Nagar, Anakaputhur,Chennai",3,Yes
"Maraimalai Nagar, Chennai",6,Yes
"Ambattur, Chennai",1,Yes
"LALITH,Chennai Port Trust, Chennai",3,Yes
"Vasudevan Puram, Triplicane,Chennai",2,Yes
"Guduvancheri, Chennai",2,No
Guru Raghavendra Nagar,1,Yes
"Annanur, Ayappakkam,Chennai",3,Yes
"Anna Nagar, Chengalpattu,Chennai",3,No
"Chennai ,Red Hills, Chennai",3,No
Biishan Vajra Appartments,2,Yes
"Sorgam Horizon Apartment,Kanathur Reddikuppam, Chennai",2,Yes
"Ekkatuthangal, Chennai",2,Yes
"New Washermanpet, Tondiarpet,Chennai",3,Yes
"RE Apartment,Choolai, Chennai",2,Yes
"Ma. Po. Si. Nagar, Thiruvallur,Chennai",3,No
"SBIOACC UNITY ENCLAVE ,Mambakkam-Chengalpattu , Chennai",3,Yes
"Nammalwarpet, Ayanavaram,Chennai",3,Yes
Dugar Gold City,3,Yes
"Kanchipuram, Chennai",3,Yes
"Anna Nagar, Chengalpattu,Chennai",2,Yes
"Gomathipuram, Thirunindravur,Chennai",3,No
"Villivakkam, Chennai",3,No
Arun Excello Compact Homes Sankara,2,No
Emaar The Avenues,3,Yes
"TVS Emerald GreenAcres,Unamancheri, Kolapakkam, Kolapakkam - Vandalur,Chennai",3,Yes
"Sithalapakkam, Chennai",3,No
"Vrindavan nagar,Janappanchatram, Chennai",2,No
Raghavendra Nagar,2,No
"Nadukuthagai, Chennai",3,Yes
Landster Water Front,4,Yes
"Ponneri, Chennai",3,Yes
"Govardhan villa ,Annanur, Cholambedu,Chennai",3,No
"Ayyappa Nagar, Pallavaram,Chennai",5,Yes
"Vyasarpadi Industrial Estate, Vyasarpadi,Chennai",4,Yes
"Alex Nagar Colony, Madhavaram Milk Colony,Chennai",3,Yes
"Tiruninravur ,Nemilicheri, Chennai",2,No
"Iyyapa Nagar, Chennai",3,Yes
"Adhanur, Chennai",2,Yes
"WATER FRONT THE BLUE BAY PARADISE,Kovalam, Chennai",4,Yes
"Lalitha Nagar, Thiruvanmiyur,Chennai",2,No
"Chinnaekkadu, Thiruvallur,Chennai",3,No
"Salavankuppam, Chennai",2,No
"Thodukadu, Chennai",2,Yes
"Mahindra World City, Chennai",3,Yes
"Madhavaram Milk Colony, Chennai",3,Yes
Amarprakash Temple Waves,2,Yes
"Water front villa ,Kovalam, Chennai",4,Yes
"Indira Nagar, Adyar,Chennai",3,Yes
"MGR Nagar, Velachery,Chennai",3,Yes
"Ganesh Puram, Vyasarpadi,Chennai",4,Yes
Grand celestia,4,Yes
"Irandam kattalai ,Irandankattalai, Chennai",3,Yes
"POONJERI APPARTMENT,Salavankuppam, Chennai",2,Yes
"Avadi, Chennai",3,No
"City Square Enterprises Waterfront Kovalam Chennai,Thiruvidandhai, Chennai",4,Yes
"Unamancheri, Kolapakkam, Kolapakkam - Vandalur,Chennai",3,Yes
"Jaganathapuram, Sikkarayapuram,Chennai",4,Yes
UV Tambaram,5,Yes
"Thiruvalluvar Nagar, Kodungaiyur East,Chennai",4,Yes
"Swarnambigai Nagar, Virugambakkam,Chennai",3,No
"Kundrathur, Chennai",3,Yes
"Maraimalai Nagar Part, Chennai",3,Yes
"Maraimalai Nagar, Chennai",2,Yes
Shantha Flats,2,No
"Korattur Tank, Korattur,Chennai",4,Yes
"GK AVENUE,Maraimalai Nagar, Chennai",3,Yes
"SHANKAR AVM AVENUE,Swarnambigai Nagar, Virugambakkam,Chennai",2,Yes
"Anthony Nagar, Kolathur,Chennai",1,Yes
"Arjunamedu, Thiruverkkadu,Chennai",4,Yes
"Grand Lyon, Red Hills,Chennai",6,Yes
"aulia ,Jamaliya Nagar, Perambur,Chennai",2,No
Manjula Apartments,2,No
"Maraimalai Nagar, Chennai",3,No
"Tulasingapuram, Nandambakkam,Chennai",3,Yes
"Maraimalai Nagar, Chennai",1,Yes
"Guru Swamy Nagar, Anakaputhur,Chennai",3,No
Engineers Park City Phase II,3,No
"Guru Swamy Nagar, Anakaputhur,Chennai",4,Yes
Mahindra Iris Court,3,No
Four Square Hampton Square by Four Square Developers,2,Yes
"Kathirvedu, Puzhal,Chennai",5,Yes
"Srinivasa Nagar,Poonamallee, Chennai",2,No
"Venkateshwarpuram,Oragadam Ambattur, Chennai",3,No
"Suriyammapet, Saidapet,Chennai",3,Yes
"Seetharam Nagar, Kodungaiyur West,Chennai",4,Yes
"Maraimalai Nagar, Chennai",3,Yes
"Pleasant home Guduvanchery,Kannivakkam, Chennai",3,Yes
"Arjunamedu, Thiruverkkadu,Chennai",5,Yes
Godrej Palm Grove,3,No
Hiranandani Emerald,4,Yes
"Aavasa pa,Civil Aviation Colony, Nanganallur,Chennai",3,No
"Maraimalai Nagar, Chennai",4,Yes
Hiranandani Emerald,4,Yes
Hiranandani Emerald,4,Yes
"Adhanur, Chennai",2,Yes
"Ottiambakkam, Chennai",3,Yes
VGN Platina,3,No
"Maraimalai Nagar, Chennai",3,No
"Maraimalai Nagar Part, Chennai",3,Yes
"Chikkarayapuram, Chennai",3,No
"Panneer Nagar, Mogappair,Chennai",4,Yes
"Nayapakkam, Chennai",3,Yes
"Pari Nagar, Pallikaranai,Chennai",5,Yes
Flats,5,Yes
"Iyyapa Nagar, Chennai",3,Yes
ABS Saibaba Nagar,2,Yes
"Muthu Gardens,Kumudam Nagar, Mugalivakkam,Chennai",2,Yes
"Vandalur, Chennai",4,Yes
" Mahabalipuram, Chennai",3,Yes
Arun Excello Temple Green Heights,3,No
"Moolakazhani, Chennai",3,No
Golden Boulevard Villa,3,Yes
"Prasid homes,Nemilicheri, Chennai",3,Yes
"Jagannatha Nagar, Arumbakkam,Chennai",5,Yes
Victory Valasaravakkam,3,No
"Dev homes,Annanur, Cholambedu,Chennai",3,Yes
"Mehta Nagar, Thiruneermalai,Chennai",3,No
"Perumalpattu, Chennai",2,No
Avenue Avenue Majestic,2,Yes
"Madambakkam, Chennai",4,Yes
"Gomathipuram, Thirunindravur,Chennai",5,No
" South kolathur, Kovilambakkam,Chennai",4,Yes
"Azhakapuri Nagar, Ramapuram,Chennai",1,Yes
"Arun Excello Madhulika Apartments ,Padappai, Chennai",2,No
Vijay Sri Jayendra Apartment by Vijay Shanthi Builders,3,Yes
Lancor Townsville,3,Yes
"Kathirvedu, Puzhal,Chennai",3,Yes
Vijay Sri Jayendra Apartment by Vijay Shanthi Builders,3,Yes
"MERINAA ,Padur, Chennai",3,Yes
ProvidentCosmo City,3,No
"Shree Kumaran Nagar, Kovur,Chennai",4,Yes
"Othivakkam R.F., Chennai",3,Yes
ram builders,2,No
"Jayalalitha Nagar, Mogappair,Chennai",6,Yes
"Bala Rukmani Flats,Velachery, Chennai",3,Yes
Arun Excello Atana,2,No
"Sakthi Avenue, Gerugambakkam,Chennai",4,Yes
"CRK Gardens,Prem Nagar, Pozhichalur,Chennai",1,Yes
"Vallakkottai, Chennai",3,No
Shree Ram Park by Shree Ram Infra,2,No
"Kanappasamy Nagar, Puzhal,Chennai",4,Yes
"Ayapakkam, Chennai",2,Yes
"Mudichur, Chennai",4,Yes
"Abiramapuram, Chennai",1,Yes
"Choolai, Chennai",3,Yes
TVH Svaya,2,Yes
Green Wood,3,Yes
Green Wood,3,No
Green Wood,3,Yes
"ECO TREE ,Mambakkam-Chengalpattu , Chennai",3,Yes
"ECO TREE ,Mambakkam-Chengalpattu , Chennai",3,Yes
SJ Prakaash Lake View Avenue,3,No
"chandru gardens,Vasuki Nagar, Pulianthope,Chennai",3,No
Shriram Park 63,2,Yes
"Bk flat mannivakkam ,Mannivakkam, Chennai",3,No
"Sevvapet, Chennai",3,No
"Sevvapet, Chennai",3,Yes
Nova Meridian,3,Yes
Fomra Hues,3,Yes
"Vengabakkam, Chennai",3,Yes
Hiranandani Parks Apartment,4,Yes
"Kottavakkam, Chennai",3,No
"korathur,Venkataraman Nagar, Korattur,Chennai",3,Yes
S and P Living Spaces,2,No
"Kilapakkam, Chennai",3,Yes
